Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Time_Period_Evening,Time_Period_Late Evening,Time_Period_Morning,Time_Period_Night,Rented Bike Count
23.1,80.0,0.2,1066.0,19.4,0.27,0.1,0.0,Summer,No Holiday,Yes,False,False,True,False,1686
26.8,,1.6,760.0,13.5,2.01,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1709
28.0,77.0,1.9,1346.0,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1289
19.8,82.0,0.5,2000.0,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,676
27.4,48.0,2.7,1084.0,15.4,1.8,,0.0,Summer,Holiday,Yes,True,False,False,False,2104
25.0,14.0,3.8,1858.0,-4.3,3.29,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1511
23.5,48.0,1.5,1929.0,11.8,0.4,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1664
16.4,66.0,0.1,2000.0,10.0,0.0,0.0,0.0,Autumn,Holiday,Yes,False,False,False,True,644
29.4,42.0,1.7,689.0,15.1,3.1,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,938
3.9,30.0,1.6,1085.0,-12.1,0.91,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,271
1.8,26.0,2.2,1556.0,-15.7,2.61,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,388
33.0,55.0,1.0,1967.0,22.7,1.49,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,662
8.9,57.0,3.0,1149.0,0.8,0.03,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,660
7.1,55.0,1.8,1780.0,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,375
35.1,39.0,2.0,2000.0,19.0,3.45,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,652
2.6,85.0,1.2,797.0,0.3,0.0,0.0,3.3,Autumn,No Holiday,Yes,True,False,False,False,420
6.7,,2.1,2000.0,1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,178
29.8,76.0,1.4,850.0,25.1,1.52,0.0,,Summer,No Holiday,Yes,False,False,False,False,533
-4.5,31.0,4.3,1979.0,-19.1,1.91,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,210
1.3,66.0,1.1,1534.0,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,292
2.7,71.0,1.3,418.0,-2.0,0.3,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,381
12.8,82.0,0.6,370.0,9.7,0.01,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,781
19.5,82.0,0.6,2000.0,16.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1171
18.4,,1.6,377.0,14.4,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1456
1.4,37.0,4.0,1681.0,-11.7,,0.0,0.0,Spring,Holiday,Yes,False,False,False,False,358
27.8,68.0,2.1,1490.0,21.3,1.29,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,910
28.2,88.0,0.2,929.0,26.0,0.0,1.0,0.0,Summer,No Holiday,Yes,False,False,False,True,231
2.9,46.0,2.2,2000.0,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,325
3.6,90.0,2.1,845.0,2.1,0.0,9.5,0.0,Winter,No Holiday,Yes,True,False,False,False,11
-6.0,36.0,2.3,2000.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,78
1.9,33.0,0.9,1994.0,-12.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,195
16.0,52.0,1.7,2000.0,6.1,1.22,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,942
1.2,39.0,0.6,1378.0,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,236
21.3,97.0,1.3,1029.0,20.7,0.17,0.5,0.0,Summer,No Holiday,Yes,False,False,True,False,328
28.8,56.0,1.6,2000.0,19.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1288
12.0,61.0,4.1,,4.6,0.86,,0.0,Autumn,No Holiday,Yes,False,False,False,False,792
-5.0,60.0,1.8,1995.0,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,158
3.8,,2.2,2000.0,1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,85
12.0,71.0,1.4,2000.0,6.8,0.92,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,814
6.9,57.0,1.1,1633.0,-1.0,0.18,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1100
-4.2,44.0,1.1,1196.0,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,36
6.0,76.0,1.1,219.0,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,260
8.9,39.0,3.5,2000.0,-4.3,0.05,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1054
-0.2,96.0,0.8,173.0,-0.7,0.01,0.0,0.8,Winter,No Holiday,Yes,False,False,True,False,754
1.1,26.0,2.1,1957.0,-16.3,0.82,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,268
12.7,76.0,1.5,521.0,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,880
-2.9,86.0,1.5,1256.0,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,262
14.1,98.0,1.1,253.0,13.7,0.06,17.0,0.0,Spring,No Holiday,Yes,False,False,True,False,32
-4.2,67.0,1.6,503.0,-9.4,0.0,0.0,,Winter,No Holiday,Yes,False,True,False,False,166
33.4,49.0,1.6,1971.0,21.2,0.25,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,1225
12.1,97.0,2.0,,11.6,0.2,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,289
1.7,95.0,0.7,220.0,0.9,0.0,0.0,2.5,Autumn,No Holiday,Yes,False,False,True,False,75
2.3,53.0,0.6,1763.0,-6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,92
8.7,,0.9,398.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,278
22.8,98.0,0.0,1734.0,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,233
5.0,75.0,0.3,390.0,0.9,0.12,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,800
1.3,40.0,2.1,2000.0,-10.8,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,82
3.1,84.0,1.0,365.0,0.6,0.0,0.0,0.3,Autumn,No Holiday,Yes,False,False,False,True,214
29.1,38.0,1.7,1602.0,13.3,1.89,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1210
28.8,37.0,2.4,1629.0,12.6,1.44,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1458
-5.5,21.0,2.1,1941.0,-24.4,1.08,0.0,,Winter,No Holiday,Yes,False,False,False,False,230
-0.5,41.0,4.1,1799.0,-12.1,0.94,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,379
17.8,26.0,3.3,1439.0,-1.9,1.63,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1738
18.8,27.0,4.9,1888.0,-0.6,3.13,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,990
5.0,,0.8,2000.0,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,123
15.4,34.0,1.4,1016.0,-0.4,0.68,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1123
11.5,43.0,1.7,1818.0,-0.6,1.43,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,952
22.4,62.0,0.9,761.0,14.7,0.93,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1381
30.7,48.0,1.6,1705.0,18.4,2.92,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,687
1.6,97.0,2.3,469.0,1.1,0.0,0.1,0.0,Spring,Holiday,Yes,False,False,False,True,92
-9.7,28.0,3.7,2000.0,-24.8,1.0,0.0,0.5,Winter,No Holiday,Yes,False,False,False,False,130
24.8,87.0,2.2,1286.0,22.4,0.0,1.0,0.0,Summer,No Holiday,Yes,False,False,False,True,62
11.6,61.0,0.2,2000.0,4.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1302
-1.5,35.0,1.2,1551.0,-15.0,,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,253
6.9,54.0,1.1,692.0,-1.7,0.32,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,411
32.3,63.0,2.1,1037.0,24.3,0.41,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,1994
25.8,62.0,3.3,2000.0,17.9,0.27,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2043
-0.1,39.0,1.3,1911.0,-12.4,0.0,0.0,0.0,Winter,Holiday,Yes,True,False,False,False,125
7.2,53.0,1.6,709.0,-1.7,0.45,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,460
12.1,68.0,0.8,592.0,6.3,0.0,0.0,0.0,Autumn,No Holiday,No,False,True,False,False,0
22.3,71.0,2.5,1268.0,16.7,0.14,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,477
18.2,43.0,2.3,1925.0,5.4,0.68,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1990
19.6,36.0,2.2,962.0,4.1,2.55,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1197
-7.0,62.0,1.3,1830.0,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,115
14.3,,0.5,2000.0,8.0,0.0,0.0,0.0,Autumn,Holiday,Yes,False,False,True,False,141
-0.6,37.0,1.6,1797.0,-13.5,0.01,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,271
-0.6,43.0,1.7,1316.0,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,93
9.0,86.0,2.0,442.0,6.7,0.0,0.0,0.0,Spring,No Holiday,No,False,False,True,False,0
-7.4,58.0,2.2,1882.0,-14.2,0.01,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,558
-10.6,38.0,3.5,2000.0,-22.2,0.38,0.0,0.9,Winter,No Holiday,Yes,True,False,False,False,239
-8.5,31.0,1.5,1997.0,-22.6,0.58,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,142
7.2,64.0,1.0,1639.0,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,642
22.7,96.0,0.3,2000.0,22.0,0.0,1.0,,Summer,No Holiday,Yes,False,False,False,True,208
18.9,83.0,0.3,576.0,15.9,0.05,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,324
11.7,31.0,2.6,1617.0,-4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1320
9.5,94.0,1.2,2000.0,8.5,0.0,0.5,0.0,Spring,No Holiday,Yes,False,False,False,True,34
5.3,70.0,0.9,226.0,0.2,1.73,0.0,1.7,Winter,No Holiday,Yes,False,False,False,False,283
17.7,52.0,1.5,2000.0,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,193
35.7,42.0,1.6,1727.0,20.7,2.56,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,575
17.0,60.0,1.1,1993.0,9.1,0.47,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,583
-2.4,58.0,0.3,2000.0,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,66
26.3,67.0,3.2,,19.6,1.48,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,858
34.5,50.0,,1901.0,22.5,1.89,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,671
7.9,86.0,2.1,2000.0,5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,323
10.0,56.0,1.0,1761.0,1.6,1.03,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,853
-0.2,33.0,1.4,2000.0,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,73
27.6,71.0,1.2,2000.0,21.8,0.14,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1105
21.6,77.0,2.6,1777.0,17.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,345
2.7,73.0,1.0,,-1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,215
14.1,25.0,1.8,2000.0,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,513
22.1,,2.5,2000.0,9.2,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2238
32.1,51.0,2.3,776.0,20.6,2.96,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,778
19.0,85.0,,567.0,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,238
-2.4,33.0,4.5,1815.0,-16.5,1.55,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,239
29.6,57.0,0.9,977.0,20.1,1.71,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,729
-1.8,41.0,2.1,2000.0,-13.3,0.0,0.0,0.0,Winter,Holiday,Yes,True,False,False,False,184
18.7,75.0,0.9,,14.1,0.06,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,416
21.5,76.0,1.4,1015.0,17.0,,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,1394
3.4,76.0,,909.0,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,597
-4.6,52.0,2.1,1372.0,-12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,108
14.7,31.0,1.1,1240.0,-2.2,2.04,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,731
39.0,41.0,2.6,1881.0,23.3,1.83,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,1033
10.6,26.0,1.9,1955.0,-8.1,1.75,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,680
20.5,77.0,,865.0,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,202
29.6,42.0,1.3,,15.3,0.98,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1845
6.5,69.0,0.3,1981.0,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,225
24.1,56.0,2.5,2000.0,14.7,0.04,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,2033
1.8,34.0,1.2,1518.0,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,270
25.3,70.0,,925.0,19.4,0.0,0.4,0.0,Summer,No Holiday,Yes,False,False,False,True,49
8.1,45.0,1.0,,-3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,269
13.9,98.0,1.4,296.0,13.5,0.13,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,65
19.5,74.0,1.8,1421.0,14.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,137
17.4,34.0,2.2,779.0,1.3,0.16,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1489
-10.7,48.0,0.4,1651.0,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,80
15.3,59.0,1.6,2000.0,7.3,0.0,0.0,0.0,Autumn,No Holiday,No,False,False,False,True,0
3.6,74.0,1.7,273.0,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,95
22.9,95.0,0.4,385.0,22.0,0.31,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,102
1.9,71.0,1.5,584.0,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,169
20.2,24.0,2.5,1881.0,-1.0,1.31,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1976
2.9,72.0,1.3,903.0,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,335
2.9,14.0,4.3,2000.0,-22.0,2.29,0.0,0.0,Winter,Holiday,Yes,False,False,False,False,270
19.9,63.0,1.1,934.0,12.6,0.24,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1427
10.6,62.0,2.1,1694.0,3.6,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,832
28.4,43.0,3.3,1715.0,14.6,2.04,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2176
0.0,88.0,0.6,277.0,-1.7,0.0,0.0,2.7,Winter,No Holiday,Yes,True,False,False,False,281
23.9,51.0,2.3,2000.0,13.1,0.12,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2788
28.3,74.0,2.4,1378.0,23.2,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,299
24.3,39.0,1.7,2000.0,9.4,2.18,0.0,0.0,Autumn,No Holiday,No,False,False,False,False,0
22.7,45.0,1.5,2000.0,10.1,2.08,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,923
17.5,54.0,3.1,1065.0,8.0,1.63,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,723
33.3,55.0,4.7,1921.0,23.0,3.05,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,639
34.7,59.0,2.7,1095.0,25.5,1.49,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,1289
33.3,64.0,3.0,1680.0,25.5,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1500
8.9,44.0,2.3,,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,799
10.7,70.0,0.7,1404.0,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,140
8.1,36.0,4.7,1964.0,-6.1,2.23,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,931
25.7,67.0,1.2,2000.0,19.1,0.9,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1474
-15.9,30.0,3.0,2000.0,-29.5,0.0,0.0,0.9,Winter,No Holiday,Yes,False,False,True,False,164
5.9,55.0,0.6,779.0,-2.4,0.48,0.0,0.0,Winter,Holiday,Yes,False,False,False,False,326
20.7,,0.4,1801.0,20.2,0.0,0.5,0.0,Summer,No Holiday,Yes,False,False,True,False,126
-5.0,57.0,1.9,2000.0,-12.2,0.0,0.0,2.0,Winter,No Holiday,Yes,False,True,False,False,224
15.7,53.0,1.0,1172.0,6.1,1.99,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,940
-10.1,34.0,4.3,2000.0,-23.0,,0.0,1.0,Winter,No Holiday,Yes,True,False,False,False,181
18.3,72.0,1.7,,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,174
29.8,63.0,2.0,2000.0,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,1022
27.0,74.0,2.5,915.0,21.9,0.94,,0.0,Summer,No Holiday,Yes,False,False,False,False,768
10.5,56.0,1.2,1741.0,2.0,0.98,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,679
0.9,92.0,0.9,137.0,-0.2,0.03,0.0,3.9,Winter,No Holiday,Yes,False,False,False,False,58
1.4,42.0,1.7,2000.0,-10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,209
-1.5,68.0,1.1,1286.0,-6.6,0.02,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,1527
34.9,53.0,2.2,1296.0,23.8,0.86,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2300
9.4,86.0,1.2,1220.0,7.1,0.75,0.0,,Autumn,No Holiday,Yes,False,False,False,False,544
11.6,61.0,0.7,673.0,4.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,726
27.0,70.0,1.1,1393.0,21.0,1.15,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,909
23.5,44.0,1.6,2000.0,10.5,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2066
0.5,53.0,1.1,2000.0,-7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,934
28.2,72.0,1.6,1745.0,22.6,0.13,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2328
23.2,60.0,1.7,2000.0,14.9,0.58,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,2273
33.6,55.0,,1375.0,23.3,0.94,,0.0,Summer,No Holiday,Yes,False,False,False,False,651
30.7,59.0,2.3,1534.0,21.7,2.67,,0.0,Summer,No Holiday,Yes,False,False,False,False,1078
33.0,54.0,1.7,1458.0,22.4,1.23,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,698
11.7,53.0,1.4,1620.0,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,790
27.9,60.0,1.1,1983.0,19.4,0.28,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1091
14.0,54.0,1.5,1054.0,4.8,1.37,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1027
4.9,27.0,,1648.0,-12.5,0.65,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,390
25.1,55.0,2.3,1779.0,15.4,0.08,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2556
22.3,96.0,0.0,278.0,21.6,0.0,0.1,0.0,Summer,No Holiday,Yes,False,False,False,True,123
23.8,71.0,1.2,2000.0,18.2,0.0,,0.0,Autumn,No Holiday,Yes,False,False,True,False,656
26.9,51.0,2.0,2000.0,15.9,1.95,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1346
2.1,56.0,0.5,2000.0,-5.7,,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,283
5.7,57.0,2.5,458.0,-2.1,0.04,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,816
18.3,16.0,1.0,2000.0,-7.9,0.7,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1270
-0.6,62.0,1.6,1129.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,552
-2.7,,2.2,1919.0,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,578
21.2,35.0,7.4,1992.0,5.1,1.8,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,913
11.3,46.0,1.2,1788.0,0.0,1.04,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,2041
18.9,15.0,1.8,1822.0,-8.3,3.17,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,967
28.9,45.0,1.4,2000.0,15.7,1.89,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2020
16.4,98.0,0.3,514.0,16.0,0.11,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,400
24.4,51.0,1.9,466.0,13.5,1.42,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1891
23.9,66.0,1.5,2000.0,17.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1406
21.6,66.0,1.2,1438.0,14.9,,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1934
27.8,82.0,1.0,1599.0,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,292
31.5,51.0,2.1,1498.0,20.1,2.83,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,688
-11.6,35.0,3.2,1992.0,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,36
-4.8,91.0,1.1,266.0,-6.0,0.0,0.0,2.2,Winter,No Holiday,Yes,False,False,True,False,84
6.7,48.0,2.6,774.0,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,724
8.9,,2.1,1456.0,-2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,375
9.4,95.0,1.8,531.0,8.6,0.03,1.5,0.0,Spring,No Holiday,Yes,True,False,False,False,50
11.1,72.0,2.3,277.0,6.2,0.12,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1033
21.9,56.0,0.7,,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1646
8.7,71.0,,2000.0,3.7,0.0,0.0,,Autumn,No Holiday,Yes,False,False,False,True,385
2.0,83.0,2.7,253.0,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,82
14.8,51.0,1.0,1998.0,4.7,1.07,0.0,0.0,Autumn,Holiday,No,False,False,False,False,0
20.7,47.0,3.5,,8.9,0.28,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1753
-6.2,57.0,1.6,1874.0,-13.3,0.0,0.0,1.6,Winter,No Holiday,Yes,False,False,False,True,81
27.0,78.0,1.6,1609.0,22.8,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1113
24.3,59.0,,2000.0,15.7,1.12,,0.0,Autumn,No Holiday,Yes,False,False,False,False,1119
9.3,43.0,3.5,1807.0,-2.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,378
6.0,24.0,3.0,1861.0,-13.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1039
-15.1,45.0,0.9,2000.0,-24.4,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,189
23.0,36.0,2.8,1904.0,7.1,0.85,0.0,,Spring,No Holiday,Yes,True,False,False,False,2267
19.4,85.0,1.2,1651.0,16.8,0.08,0.5,0.0,Summer,No Holiday,Yes,True,False,False,False,873
-5.0,42.0,1.2,1993.0,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,130
10.1,61.0,3.7,1504.0,2.9,0.38,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,387
-0.9,44.0,1.2,1871.0,-11.6,,0.0,0.0,Winter,Holiday,Yes,False,True,False,False,203
9.3,85.0,0.3,313.0,6.9,0.07,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,589
21.7,,1.7,2000.0,11.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1416
-4.2,78.0,0.0,1518.0,-7.4,0.01,0.0,0.2,Winter,No Holiday,Yes,False,False,True,False,802
24.2,91.0,3.6,1735.0,22.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,243
18.8,84.0,1.7,658.0,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,769
2.1,56.0,0.7,1477.0,-5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,191
7.9,45.0,0.7,1770.0,-3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,164
16.3,59.0,0.2,756.0,8.2,0.0,,,Spring,No Holiday,Yes,False,False,False,True,707
-16.4,36.0,1.5,2000.0,-28.0,0.0,0.0,0.5,Winter,No Holiday,Yes,False,False,False,True,24
18.3,40.0,0.6,1995.0,4.4,1.82,0.0,0.0,Autumn,Holiday,No,False,False,False,False,0
15.9,83.0,0.6,2000.0,13.0,,0.0,,Spring,No Holiday,Yes,False,True,False,False,1016
1.8,29.0,2.0,1693.0,-14.3,1.14,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,370
27.0,74.0,1.1,1833.0,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,945
21.6,37.0,1.0,2000.0,6.2,0.24,0.0,0.0,Autumn,Holiday,Yes,True,False,False,False,1885
-7.7,62.0,3.6,1637.0,-13.7,,0.0,0.7,Winter,No Holiday,Yes,False,False,True,False,225
34.7,43.0,1.3,2000.0,20.2,2.05,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,688
-0.3,62.0,0.6,862.0,-6.7,0.0,,0.0,Winter,No Holiday,Yes,False,False,False,True,56
