ID,дата_открытия,наличие_ипотеки
IDF54998190,2017-12-01,1
IDF54998193,2018-09-01,1
IDF54998238,2013-06-01,1
IDF54998267,2014-10-01,1
IDF54998319,2016-10-01,1
IDF54998388,2019-08-01,1
IDF54998397,2014-09-01,1
IDF54998427,2015-01-01,1
IDF54998435,2019-04-01,1
IDF54998485,2015-03-01,1
IDF54998489,2015-10-01,1
IDF54998512,2017-12-01,1
IDF54998529,2017-03-01,1
IDF54998610,2015-01-01,1
IDF54998630,2014-05-01,1
IDF54998645,2016-05-01,1
IDF54998687,2014-08-01,1
IDF54998763,2016-03-01,1
IDF54998807,2014-06-01,1
IDF54998815,2016-01-01,1
IDF54998860,2015-07-01,1
IDF54998977,2014-10-01,1
IDF54998991,2018-12-01,1
IDF54999022,2014-10-01,1
IDF54999101,2013-08-01,1
IDF54999225,2019-10-01,1
IDF54999236,2017-08-01,1
IDF54999299,2014-07-01,1
IDF54999353,2015-11-01,1
IDF54999361,2019-03-01,1
IDF54999401,2015-02-01,1
IDF54999550,2015-12-01,1
IDF54999569,2013-11-01,1
IDF54999607,2017-10-01,1
IDF54999621,2013-11-01,1
IDF54999626,2015-12-01,1
IDF54999627,2019-03-01,1
IDF54999704,2014-12-01,1
IDF54999709,2013-09-01,1
IDF54999743,2017-01-01,1
IDF54999842,2014-05-01,1
IDF54999882,2014-10-01,1
IDF54999988,2017-10-01,1
IDF55000054,2013-02-01,1
IDF55000058,2014-12-01,1
IDF55000174,2017-06-01,1
IDF55000349,2013-05-01,1
IDF55000355,2018-08-01,1
IDF55000439,2017-08-01,1
IDF55000458,2016-05-01,1
IDF55000513,2014-12-01,1
IDF55000538,2017-07-01,1
IDF55000545,2016-01-01,1
IDF55000553,2014-08-01,1
IDF55000564,2015-02-01,1
IDF55000602,2015-06-01,1
IDF55000843,2018-12-01,1
IDF55000889,2015-08-01,1
IDF55000947,2013-02-01,1
IDF55001010,2013-11-01,1
IDF55001040,2013-02-01,1
IDF55001049,2019-03-01,1
IDF55001105,2019-04-01,1
IDF55001241,2017-03-01,1
IDF55001263,2017-01-01,1
IDF55001322,2017-08-01,1
IDF55001369,2018-11-01,1
IDF55001402,2018-03-01,1
IDF55001437,2013-03-01,1
IDF55001444,2019-09-01,1
IDF55001456,2013-04-01,1
IDF55001483,2018-04-01,1
IDF55001499,2013-11-01,1
IDF55001506,2018-04-01,1
IDF55001608,2019-01-01,1
IDF55001670,2017-02-01,1
IDF55001677,2018-12-01,1
IDF55001756,2019-08-01,1
IDF55001911,2019-08-01,1
IDF55001922,2019-01-01,1
IDF55001946,2019-12-01,1
IDF55001997,2018-08-01,1
IDF55002032,2017-10-01,1
IDF55002033,2013-03-01,1
IDF55002035,2013-10-01,1
IDF55002043,2018-02-01,1
IDF55002165,2016-05-01,1
IDF55002184,2016-02-01,1
IDF55002217,2019-01-01,1
IDF55002251,2014-02-01,1
IDF55002254,2017-08-01,1
IDF55002271,2017-12-01,1
IDF55002292,2017-04-01,1
IDF55002330,2013-07-01,1
IDF55002368,2014-01-01,1
IDF55002394,2013-09-01,1
IDF55002398,2015-03-01,1
IDF55002431,2019-10-01,1
IDF55002449,2018-08-01,1
IDF55002491,2018-11-01,1
IDF55002510,2016-05-01,1
IDF55002532,2019-07-01,1
IDF55002599,2014-09-01,1
IDF55002655,2017-12-01,1
IDF55002687,2014-01-01,1
IDF55002722,2016-01-01,1
IDF55002769,2013-03-01,1
IDF55002783,2018-02-01,1
IDF55002840,2016-01-01,1
IDF55002864,2014-07-01,1
IDF55002897,2013-07-01,1
IDF55002925,2019-08-01,1
IDF55003066,2019-04-01,1
IDF55003091,2015-12-01,1
IDF55003094,2017-04-01,1
IDF55003119,2018-10-01,1
IDF55003121,2018-10-01,1
IDF55003124,2015-12-01,1
IDF55003151,2017-07-01,1
IDF55003241,2013-02-01,1
IDF55003261,2013-10-01,1
IDF55003300,2017-06-01,1
IDF55003329,2014-02-01,1
IDF55003338,2019-02-01,1
IDF55003466,2014-08-01,1
IDF55003516,2016-05-01,1
IDF55003676,2019-11-01,1
IDF55003691,2013-05-01,1
IDF55003834,2014-03-01,1
IDF55003846,2016-01-01,1
IDF55003912,2019-11-01,1
IDF55003934,2014-09-01,1
IDF55003943,2013-06-01,1
IDF55003989,2019-01-01,1
IDF55004035,2013-11-01,1
IDF55004062,2019-08-01,1
IDF55004085,2019-02-01,1
IDF55004104,2015-05-01,1
IDF55004180,2017-10-01,1
IDF55004185,2013-12-01,1
IDF55004255,2015-03-01,1
IDF55004271,2016-01-01,1
IDF55004330,2017-08-01,1
IDF55004399,2018-03-01,1
IDF55004401,2013-01-01,1
IDF55004464,2015-08-01,1
IDF55004587,2014-08-01,1
IDF55004593,2016-07-01,1
IDF55004621,2018-11-01,1
IDF55004664,2014-03-01,1
IDF55004698,2018-04-01,1
IDF55004707,2013-02-01,1
IDF55004708,2019-10-01,1
IDF55004758,2019-09-01,1
IDF55004762,2019-01-01,1
IDF55004766,2019-09-01,1
IDF55004767,2019-04-01,1
IDF55004814,2013-04-01,1
IDF55004815,2016-04-01,1
IDF55004848,2015-10-01,1
IDF55004896,2013-06-01,1
IDF55004897,2013-09-01,1
IDF55004909,2019-11-01,1
IDF55004926,2016-03-01,1
IDF55004931,2017-07-01,1
IDF55004938,2015-02-01,1
IDF55004988,2013-06-01,1
IDF55004996,2016-08-01,1
IDF55004999,2019-08-01,1
IDF55005015,2019-10-01,1
IDF55005083,2013-11-01,1
IDF55005248,2018-07-01,1
IDF55005301,2015-11-01,1
IDF55005333,2013-12-01,1
IDF55005337,2015-04-01,1
IDF55005370,2015-07-01,1
IDF55005452,2013-08-01,1
IDF55005460,2015-04-01,1
IDF55005576,2013-07-01,1
IDF55005590,2019-08-01,1
IDF55005591,2013-11-01,1
IDF55005593,2016-04-01,1
IDF55005620,2014-05-01,1
IDF55005628,2013-02-01,1
IDF55005684,2014-01-01,1
IDF55005716,2017-05-01,1
IDF55005746,2013-06-01,1
IDF55005774,2019-10-01,1
IDF55005781,2014-11-01,1
IDF55005803,2018-07-01,1
IDF55005883,2014-05-01,1
IDF55005894,2018-01-01,1
IDF55005938,2016-01-01,1
IDF55005962,2019-08-01,1
IDF55005969,2017-06-01,1
IDF55006023,2019-02-01,1
IDF55006076,2015-02-01,1
IDF55006106,2014-11-01,1
IDF55006123,2014-09-01,1
IDF55006196,2013-06-01,1
IDF55006203,2015-04-01,1
IDF55006253,2015-12-01,1
IDF55006269,2014-10-01,1
IDF55006302,2016-03-01,1
IDF55006308,2015-08-01,1
IDF55006322,2013-10-01,1
IDF55006323,2016-11-01,1
IDF55006381,2014-07-01,1
IDF55006525,2014-11-01,1
IDF55006578,2019-02-01,1
IDF55006662,2016-01-01,1
IDF55006678,2018-11-01,1
IDF55006701,2018-03-01,1
IDF55006811,2019-09-01,1
IDF55006848,2013-05-01,1
IDF55006868,2018-03-01,1
IDF55006873,2014-03-01,1
IDF55006881,2016-02-01,1
IDF55006897,2017-09-01,1
IDF55006973,2017-05-01,1
IDF55007003,2017-01-01,1
IDF55007026,2015-04-01,1
IDF55007059,2018-11-01,1
IDF55007136,2019-06-01,1
IDF55007137,2017-09-01,1
IDF55007167,2016-04-01,1
IDF55007179,2019-03-01,1
IDF55007233,2017-11-01,1
IDF55007255,2015-06-01,1
IDF55007268,2019-12-01,1
IDF55007300,2013-09-01,1
IDF55007313,2017-10-01,1
IDF55007337,2019-05-01,1
IDF55007360,2019-12-01,1
IDF55007423,2017-03-01,1
IDF55007427,2018-06-01,1
IDF55007452,2018-03-01,1
IDF55007456,2015-04-01,1
IDF55007507,2015-12-01,1
IDF55007552,2019-11-01,1
IDF55007561,2013-11-01,1
IDF55007563,2017-05-01,1
IDF55007579,2017-03-01,1
IDF55007584,2017-12-01,1
IDF55007600,2016-03-01,1
IDF55007660,2015-11-01,1
IDF55007693,2016-06-01,1
IDF55007718,2017-02-01,1
IDF55007768,2016-04-01,1
IDF55007798,2015-07-01,1
IDF55007818,2017-09-01,1
IDF55007881,2016-03-01,1
IDF55007890,2019-12-01,1
IDF55007922,2014-03-01,1
IDF55007952,2015-02-01,1
IDF55007965,2016-01-01,1
IDF55007983,2013-06-01,1
IDF55007992,2016-12-01,1
IDF55008017,2017-07-01,1
IDF55008097,2013-11-01,1
IDF55008136,2013-07-01,1
IDF55008198,2015-09-01,1
IDF55008241,2015-11-01,1
IDF55008300,2015-05-01,1
IDF55008301,2019-07-01,1
IDF55008318,2013-11-01,1
IDF55008374,2018-04-01,1
IDF55008454,2019-06-01,1
IDF55008567,2014-06-01,1
IDF55008594,2018-06-01,1
IDF55008616,2013-01-01,1
IDF55008640,2014-01-01,1
IDF55008698,2015-07-01,1
IDF55008779,2013-03-01,1
IDF55008819,2013-10-01,1
IDF55008855,2014-06-01,1
IDF55008877,2019-11-01,1
IDF55008941,2014-02-01,1
IDF55008987,2019-04-01,1
IDF55009042,2016-03-01,1
IDF55009067,2013-11-01,1
IDF55009070,2014-12-01,1
IDF55009096,2014-02-01,1
IDF55009126,2014-09-01,1
IDF55009131,2014-09-01,1
IDF55009162,2015-02-01,1
IDF55009166,2018-05-01,1
IDF55009232,2016-05-01,1
IDF55009322,2013-05-01,1
IDF55009371,2013-09-01,1
IDF55009375,2019-07-01,1
IDF55009568,2013-05-01,1
IDF55009575,2017-08-01,1
IDF55009609,2016-12-01,1
IDF55009656,2013-06-01,1
IDF55009675,2017-04-01,1
IDF55009725,2018-02-01,1
IDF55009736,2016-11-01,1
IDF55009750,2015-11-01,1
IDF55009752,2014-11-01,1
IDF55009756,2018-08-01,1
IDF55009795,2015-07-01,1
IDF55009819,2016-12-01,1
IDF55009926,2013-07-01,1
IDF55009934,2016-11-01,1
IDF55009941,2017-07-01,1
IDF55009953,2019-12-01,1
IDF55009971,2015-08-01,1
IDF55009991,2014-09-01,1
IDF55010036,2014-07-01,1
IDF55010048,2013-03-01,1
IDF55010090,2016-07-01,1
IDF55010131,2016-08-01,1
IDF55010175,2013-08-01,1
IDF55010187,2014-07-01,1
IDF55010191,2014-07-01,1
IDF55010214,2019-02-01,1
IDF55010246,2014-07-01,1
IDF55010399,2017-10-01,1
IDF55010519,2018-05-01,1
IDF55010648,2014-03-01,1
IDF55010689,2013-03-01,1
IDF55010692,2015-03-01,1
IDF55010700,2014-02-01,1
IDF55010715,2014-09-01,1
IDF55010750,2013-02-01,1
IDF55010753,2013-02-01,1
IDF55010826,2019-01-01,1
IDF55010847,2013-02-01,1
IDF55010856,2018-01-01,1
IDF55010880,2017-12-01,1
IDF55010889,2017-09-01,1
IDF55010913,2017-11-01,1
IDF55010935,2014-10-01,1
IDF55010953,2018-12-01,1
IDF55010977,2017-09-01,1
IDF55011003,2015-08-01,1
IDF55011007,2013-12-01,1
IDF55011014,2019-03-01,1
IDF55011037,2015-08-01,1
IDF55011099,2013-04-01,1
IDF55011110,2014-01-01,1
IDF55011124,2013-07-01,1
IDF55011139,2016-06-01,1
IDF55011154,2018-02-01,1
IDF55011168,2016-01-01,1
IDF55011178,2017-11-01,1
IDF55011196,2017-03-01,1
IDF55011221,2016-12-01,1
IDF55011228,2018-02-01,1
IDF55011361,2018-08-01,1
IDF55011389,2016-10-01,1
IDF55011445,2014-09-01,1
IDF55011448,2015-12-01,1
IDF55011490,2016-10-01,1
IDF55011501,2019-03-01,1
IDF55011508,2015-10-01,1
IDF55011511,2015-03-01,1
IDF55011666,2019-06-01,1
IDF55011731,2018-03-01,1
IDF55011759,2013-12-01,1
IDF55011842,2015-04-01,1
IDF55011867,2018-10-01,1
IDF55011913,2016-02-01,1
IDF55012083,2013-02-01,1
IDF55012086,2013-02-01,1
IDF55012132,2013-03-01,1
IDF55012147,2018-04-01,1
IDF55012155,2019-12-01,1
IDF55012162,2019-08-01,1
IDF55012214,2016-11-01,1
IDF55012245,2016-08-01,1
IDF55012263,2014-01-01,1
IDF55012277,2017-03-01,1
IDF55012368,2019-07-01,1
IDF55012371,2017-10-01,1
IDF55012381,2013-09-01,1
IDF55012404,2014-07-01,1
IDF55012426,2017-07-01,1
IDF55012505,2016-04-01,1
IDF55012696,2015-10-01,1
IDF55012813,2013-11-01,1
IDF55012847,2018-06-01,1
IDF55012884,2014-08-01,1
IDF55012919,2017-10-01,1
IDF55012932,2017-11-01,1
IDF55012939,2018-02-01,1
IDF55012992,2016-01-01,1
IDF55013031,2013-02-01,1
IDF55013104,2016-03-01,1
IDF55013149,2015-07-01,1
IDF55013173,2017-12-01,1
IDF55013186,2018-12-01,1
IDF55013212,2017-03-01,1
IDF55013218,2015-12-01,1
IDF55013243,2014-10-01,1
IDF55013247,2019-01-01,1
IDF55013278,2014-12-01,1
IDF55013287,2014-06-01,1
IDF55013289,2016-07-01,1
IDF55013300,2018-01-01,1
IDF55013308,2016-02-01,1
IDF55013337,2015-04-01,1
IDF55013361,2017-12-01,1
IDF55013403,2013-06-01,1
IDF55013426,2013-08-01,1
IDF55013446,2013-01-01,1
IDF55013476,2018-11-01,1
IDF55013491,2014-06-01,1
IDF55013503,2015-02-01,1
IDF55013524,2016-09-01,1
IDF55013529,2013-08-01,1
IDF55013539,2016-11-01,1
IDF55013540,2014-11-01,1
IDF55013566,2019-11-01,1
IDF55013607,2015-10-01,1
IDF55013627,2013-09-01,1
IDF55013637,2019-12-01,1
IDF55013659,2016-05-01,1
IDF55013671,2019-02-01,1
IDF55013707,2019-04-01,1
IDF55013716,2013-04-01,1
IDF55013718,2015-05-01,1
IDF55013746,2014-12-01,1
IDF55013801,2013-10-01,1
IDF55013828,2013-10-01,1
IDF55013863,2016-03-01,1
IDF55013864,2017-07-01,1
IDF55013902,2017-03-01,1
IDF55013927,2019-10-01,1
IDF55014019,2016-06-01,1
IDF55014033,2013-09-01,1
IDF55014037,2018-10-01,1
IDF55014047,2013-09-01,1
IDF55014064,2014-06-01,1
IDF55014109,2016-12-01,1
IDF55014113,2015-10-01,1
IDF55014186,2017-02-01,1
IDF55014258,2013-03-01,1
IDF55014287,2013-10-01,1
IDF55014303,2019-03-01,1
IDF55014345,2018-02-01,1
IDF55014432,2017-01-01,1
IDF55014467,2018-06-01,1
IDF55014482,2014-03-01,1
IDF55014483,2018-07-01,1
IDF55014493,2015-01-01,1
IDF55014499,2018-09-01,1
IDF55014505,2018-12-01,1
IDF55014548,2018-07-01,1
IDF55014572,2016-11-01,1
IDF55014609,2013-06-01,1
IDF55014650,2013-06-01,1
IDF55014659,2015-01-01,1
IDF55014667,2015-04-01,1
IDF55014693,2018-10-01,1
IDF55014698,2016-06-01,1
IDF55014714,2016-10-01,1
IDF55014761,2018-06-01,1
IDF55014778,2018-10-01,1
IDF55014781,2014-11-01,1
IDF55014804,2017-06-01,1
IDF55014807,2018-12-01,1
IDF55014819,2014-02-01,1
IDF55014873,2014-08-01,1
IDF55014879,2018-12-01,1
IDF55014895,2016-07-01,1
IDF55014932,2016-09-01,1
IDF55014958,2018-12-01,1
IDF55015122,2016-06-01,1
IDF55015127,2014-05-01,1
IDF55015136,2015-02-01,1
IDF55015167,2013-11-01,1
IDF55015169,2016-12-01,1
IDF55015200,2013-08-01,1
IDF55015204,2016-01-01,1
IDF55015211,2019-04-01,1
IDF55015233,2015-04-01,1
IDF55015260,2016-05-01,1
IDF55015274,2014-09-01,1
IDF55015305,2013-09-01,1
IDF55015307,2017-06-01,1
IDF55015337,2019-11-01,1
IDF55015371,2014-01-01,1
IDF55015382,2014-08-01,1
IDF55015391,2018-03-01,1
IDF55015473,2014-08-01,1
IDF55015533,2014-09-01,1
IDF55015538,2019-12-01,1
IDF55015595,2017-03-01,1
IDF55015613,2013-05-01,1
IDF55015617,2014-10-01,1
IDF55015624,2016-07-01,1
IDF55015640,2013-02-01,1
IDF55015701,2017-09-01,1
IDF55015786,2018-12-01,1
IDF55015801,2014-10-01,1
IDF55015887,2013-09-01,1
IDF55015891,2018-11-01,1
IDF55015957,2016-08-01,1
IDF55016022,2014-04-01,1
IDF55016097,2018-08-01,1
IDF55016141,2013-09-01,1
IDF55016149,2019-12-01,1
IDF55016273,2017-11-01,1
IDF55016301,2014-06-01,1
IDF55016323,2017-10-01,1
IDF55016324,2013-03-01,1
IDF55016335,2017-07-01,1
IDF55016336,2013-04-01,1
IDF55016388,2019-02-01,1
IDF55016394,2017-07-01,1
IDF55016422,2013-11-01,1
IDF55016534,2019-07-01,1
IDF55016597,2016-11-01,1
IDF55016606,2017-08-01,1
IDF55016685,2014-04-01,1
IDF55016741,2013-05-01,1
IDF55016837,2013-01-01,1
IDF55016884,2015-08-01,1
IDF55016973,2015-11-01,1
IDF55017015,2019-06-01,1
IDF55017032,2013-10-01,1
IDF55017172,2018-09-01,1
IDF55017203,2017-05-01,1
IDF55017242,2016-11-01,1
IDF55017255,2014-12-01,1
IDF55017269,2013-09-01,1
IDF55017293,2017-07-01,1
IDF55017369,2018-06-01,1
IDF55017377,2014-05-01,1
IDF55017582,2019-04-01,1
IDF55017661,2014-02-01,1
IDF55017664,2017-10-01,1
IDF55017668,2018-06-01,1
IDF55017705,2014-09-01,1
IDF55017728,2018-06-01,1
IDF55017748,2013-11-01,1
IDF55017773,2013-09-01,1
IDF55017778,2014-03-01,1
IDF55017783,2014-09-01,1
IDF55017803,2019-06-01,1
IDF55017838,2016-12-01,1
IDF55017880,2015-05-01,1
IDF55017922,2015-05-01,1
IDF55017927,2018-09-01,1
IDF55017939,2016-11-01,1
IDF55018005,2014-04-01,1
IDF55018029,2019-11-01,1
IDF55018043,2018-03-01,1
IDF55018100,2017-08-01,1
IDF55018129,2014-05-01,1
IDF55018135,2018-01-01,1
IDF55018183,2016-06-01,1
IDF55018197,2017-06-01,1
IDF55018218,2016-11-01,1
IDF55018238,2019-11-01,1
IDF55018288,2013-06-01,1
IDF55018343,2015-05-01,1
IDF55018371,2018-12-01,1
IDF55018391,2018-02-01,1
IDF55018416,2019-10-01,1
IDF55018423,2016-02-01,1
IDF55018569,2016-01-01,1
IDF55018598,2016-05-01,1
IDF55018622,2017-02-01,1
IDF55018650,2015-02-01,1
IDF55018656,2015-02-01,1
IDF55018661,2016-06-01,1
IDF55018679,2014-12-01,1
IDF55018697,2019-02-01,1
IDF55018733,2016-01-01,1
IDF55018757,2013-05-01,1
IDF55018826,2015-12-01,1
IDF55018871,2016-09-01,1
IDF55019043,2015-09-01,1
IDF55019091,2019-06-01,1
IDF55019116,2016-10-01,1
IDF55019143,2013-10-01,1
IDF55019175,2013-03-01,1
IDF55019225,2014-05-01,1
IDF55019235,2013-07-01,1
IDF55019240,2014-12-01,1
IDF55019270,2015-11-01,1
IDF55019287,2013-09-01,1
IDF55019323,2015-03-01,1
IDF55019364,2018-03-01,1
IDF55019376,2018-12-01,1
IDF55019402,2014-08-01,1
IDF55019597,2014-10-01,1
IDF55019598,2017-05-01,1
IDF55019679,2019-07-01,1
IDF55019686,2014-11-01,1
IDF55019694,2014-10-01,1
IDF55019711,2016-10-01,1
IDF55019736,2014-05-01,1
IDF55019764,2017-10-01,1
IDF55019888,2017-08-01,1
IDF55019931,2017-11-01,1
IDF55020014,2016-07-01,1
IDF55020037,2014-08-01,1
IDF55020057,2019-10-01,1
IDF55020096,2015-10-01,1
IDF55020097,2016-04-01,1
IDF55020180,2014-12-01,1
IDF55020192,2014-05-01,1
IDF55020249,2017-03-01,1
IDF55020265,2014-07-01,1
IDF55020266,2019-03-01,1
IDF55020305,2015-10-01,1
IDF55020337,2014-07-01,1
IDF55020383,2019-01-01,1
IDF55020443,2013-12-01,1
IDF55020445,2014-11-01,1
IDF55020574,2015-10-01,1
IDF55020585,2013-10-01,1
IDF55020593,2014-10-01,1
IDF55020694,2019-04-01,1
IDF55020851,2014-03-01,1
IDF55020897,2018-07-01,1
IDF55020899,2014-11-01,1
IDF55020950,2013-12-01,1
IDF55020979,2018-07-01,1
IDF55021012,2017-06-01,1
IDF55021078,2014-07-01,1
IDF55021136,2016-12-01,1
IDF55021137,2014-10-01,1
IDF55021160,2014-05-01,1
IDF55021183,2017-01-01,1
IDF55021205,2013-07-01,1
IDF55021211,2016-02-01,1
IDF55021292,2013-09-01,1
IDF55021311,2018-07-01,1
IDF55021366,2016-01-01,1
IDF55021481,2019-12-01,1
IDF55021594,2013-09-01,1
IDF55021596,2017-12-01,1
IDF55021615,2014-04-01,1
IDF55021656,2017-10-01,1
IDF55021676,2018-02-01,1
IDF55021723,2018-11-01,1
IDF55021731,2014-08-01,1
IDF55021732,2014-02-01,1
IDF55021770,2016-08-01,1
IDF55021771,2017-08-01,1
IDF55021791,2016-04-01,1
IDF55021837,2015-01-01,1
IDF55021941,2018-10-01,1
IDF55021944,2018-02-01,1
IDF55021998,2018-01-01,1
IDF55022037,2015-10-01,1
IDF55022045,2015-04-01,1
IDF55022068,2017-11-01,1
IDF55022107,2018-01-01,1
IDF55022129,2014-03-01,1
IDF55022148,2018-01-01,1
IDF55022183,2016-04-01,1
IDF55022230,2014-03-01,1
IDF55022393,2014-03-01,1
IDF55022539,2017-09-01,1
IDF55022552,2017-09-01,1
IDF55022563,2014-08-01,1
IDF55022630,2016-03-01,1
IDF55022635,2017-10-01,1
IDF55022660,2017-03-01,1
IDF55022668,2016-04-01,1
IDF55022669,2018-09-01,1
IDF55022674,2017-06-01,1
IDF55022761,2019-02-01,1
IDF55022826,2018-04-01,1
IDF55022832,2019-10-01,1
IDF55022854,2016-01-01,1
IDF55022907,2019-02-01,1
IDF55022924,2013-02-01,1
IDF55022934,2013-01-01,1
IDF55022959,2019-06-01,1
IDF55022962,2016-06-01,1
IDF55023029,2014-02-01,1
IDF55023054,2015-09-01,1
IDF55023063,2013-09-01,1
IDF55023212,2018-09-01,1
IDF55023267,2013-11-01,1
IDF55023355,2018-05-01,1
IDF55023374,2018-01-01,1
IDF55023386,2015-08-01,1
IDF55023412,2018-02-01,1
IDF55023437,2015-09-01,1
IDF55023444,2013-08-01,1
IDF55023575,2013-10-01,1
IDF55023596,2013-01-01,1
IDF55023698,2013-01-01,1
IDF55023710,2018-08-01,1
IDF55023788,2017-04-01,1
IDF55023846,2016-11-01,1
IDF55023849,2014-05-01,1
IDF55023908,2016-04-01,1
IDF55023933,2019-03-01,1
IDF55023955,2016-04-01,1
IDF55023956,2018-11-01,1
IDF55024012,2015-05-01,1
IDF55024020,2017-07-01,1
IDF55024036,2017-12-01,1
IDF55024039,2017-01-01,1
IDF55024074,2013-07-01,1
IDF55024185,2014-02-01,1
IDF55024221,2016-04-01,1
IDF55024225,2013-04-01,1
IDF55024251,2017-01-01,1
IDF55024285,2013-05-01,1
IDF55024289,2015-04-01,1
IDF55024294,2019-06-01,1
IDF55024298,2013-01-01,1
IDF55024312,2016-03-01,1
IDF55024336,2014-07-01,1
IDF55024364,2019-09-01,1
IDF55024369,2018-10-01,1
IDF55024396,2017-10-01,1
IDF55024416,2017-09-01,1
IDF55024417,2014-08-01,1
IDF55024436,2016-06-01,1
IDF55024484,2015-10-01,1
IDF55024508,2014-10-01,1
IDF55024572,2015-10-01,1
IDF55024603,2014-04-01,1
IDF55024619,2015-07-01,1
IDF55024632,2018-10-01,1
IDF55024723,2015-04-01,1
IDF55024735,2015-10-01,1
IDF55024762,2016-07-01,1
IDF55024781,2019-07-01,1
IDF55024789,2014-06-01,1
IDF55024802,2013-08-01,1
IDF55024827,2019-07-01,1
IDF55024856,2014-09-01,1
IDF55024889,2016-06-01,1
IDF55024901,2018-05-01,1
IDF55024906,2013-03-01,1
IDF55025005,2013-07-01,1
IDF55025013,2017-10-01,1
IDF55025053,2013-02-01,1
IDF55025097,2017-02-01,1
IDF55025129,2019-01-01,1
IDF55025147,2017-07-01,1
IDF55025155,2019-12-01,1
IDF55025166,2013-04-01,1
IDF55025168,2014-02-01,1
IDF55025189,2013-04-01,1
IDF55025205,2017-06-01,1
IDF55025235,2019-10-01,1
IDF55025239,2014-08-01,1
IDF55025289,2017-02-01,1
IDF55025341,2019-04-01,1
IDF55025429,2013-10-01,1
IDF55025436,2013-09-01,1
IDF55025443,2013-07-01,1
IDF55025466,2019-09-01,1
IDF55025467,2014-07-01,1
IDF55025511,2017-06-01,1
IDF55025546,2017-03-01,1
IDF55025578,2013-01-01,1
IDF55025579,2018-03-01,1
IDF55025827,2013-01-01,1
IDF55025837,2015-08-01,1
IDF55025840,2013-03-01,1
IDF55025841,2019-03-01,1
IDF55025843,2014-11-01,1
IDF55025867,2014-11-01,1
IDF55025871,2014-07-01,1
IDF55025915,2018-10-01,1
IDF55025927,2015-01-01,1
IDF55025945,2015-05-01,1
IDF55025957,2016-05-01,1
IDF55025993,2013-11-01,1
IDF55026033,2016-09-01,1
IDF55026059,2016-03-01,1
IDF55026268,2019-08-01,1
IDF55026272,2016-08-01,1
IDF55026298,2014-05-01,1
IDF55026313,2018-10-01,1
IDF55026337,2013-01-01,1
IDF55026354,2014-02-01,1
IDF55026376,2019-07-01,1
IDF55026411,2016-08-01,1
IDF55026420,2019-03-01,1
IDF55026467,2015-01-01,1
IDF55026575,2018-12-01,1
IDF55026593,2019-12-01,1
IDF55026715,2014-08-01,1
IDF55026745,2015-11-01,1
IDF55026776,2014-11-01,1
IDF55026805,2015-09-01,1
IDF55026807,2017-03-01,1
IDF55026811,2019-09-01,1
IDF55026851,2015-08-01,1
IDF55026867,2017-03-01,1
IDF55026902,2013-03-01,1
IDF55026915,2014-09-01,1
IDF55026936,2015-03-01,1
IDF55026937,2014-07-01,1
IDF55026948,2016-09-01,1
IDF55026954,2014-11-01,1
IDF55026977,2015-02-01,1
IDF55026993,2013-06-01,1
IDF55027001,2016-12-01,1
IDF55027016,2013-07-01,1
IDF55027035,2014-05-01,1
IDF55027036,2019-06-01,1
IDF55027100,2015-11-01,1
IDF55027176,2014-04-01,1
IDF55027211,2014-03-01,1
IDF55027239,2015-01-01,1
IDF55027257,2017-04-01,1
IDF55027262,2014-03-01,1
IDF55027274,2018-02-01,1
IDF55027292,2014-09-01,1
IDF55027300,2016-02-01,1
IDF55027343,2017-11-01,1
IDF55027374,2018-08-01,1
IDF55027526,2014-03-01,1
IDF55027529,2014-02-01,1
IDF55027651,2014-08-01,1
IDF55027661,2013-04-01,1
IDF55027679,2018-05-01,1
IDF55027708,2018-01-01,1
IDF55027749,2019-08-01,1
IDF55027751,2018-06-01,1
IDF55027765,2014-09-01,1
IDF55027811,2018-11-01,1
IDF55027848,2018-05-01,1
IDF55027936,2019-02-01,1
IDF55027947,2016-02-01,1
IDF55028000,2014-09-01,1
IDF55028001,2016-07-01,1
IDF55028114,2018-07-01,1
IDF55028161,2015-02-01,1
IDF55028252,2014-04-01,1
IDF55028255,2016-01-01,1
IDF55028258,2019-05-01,1
IDF55028292,2015-07-01,1
IDF55028314,2014-07-01,1
IDF55028340,2013-09-01,1
IDF55028345,2016-07-01,1
IDF55028353,2016-04-01,1
IDF55028390,2013-03-01,1
IDF55028396,2019-04-01,1
IDF55028438,2018-04-01,1
IDF55028485,2013-05-01,1
IDF55028515,2017-02-01,1
IDF55028626,2016-12-01,1
IDF55028657,2014-08-01,1
IDF55028787,2016-09-01,1
IDF55028810,2016-03-01,1
IDF55028820,2017-04-01,1
IDF55028862,2017-03-01,1
IDF55028892,2017-12-01,1
IDF55028922,2018-04-01,1
IDF55029043,2015-03-01,1
IDF55029053,2017-09-01,1
IDF55029138,2017-09-01,1
IDF55029247,2019-06-01,1
IDF55029312,2013-08-01,1
IDF55029341,2013-10-01,1
IDF55029362,2017-12-01,1
IDF55029373,2015-02-01,1
IDF55029375,2015-03-01,1
IDF55029405,2018-02-01,1
IDF55029432,2014-03-01,1
IDF55029467,2019-03-01,1
IDF55029479,2014-02-01,1
IDF55029494,2015-06-01,1
IDF55029537,2017-02-01,1
IDF55029547,2017-10-01,1
IDF55029594,2015-06-01,1
