ID,доход,сумма_кредита
IDF54996307,146177,987210
IDF54907738,110515,2215650
IDF54923987,142569,1914630
IDF54909015,41271,1709355
IDF55007255,67425,3093795
IDF54945209,147606,2965380
IDF54924639,116418,1485015
IDF55114409,126647,3199095
IDF54995542,64593,1234815
IDF55145288,78053,1846020
IDF55088726,127112,2606805
IDF55098708,37173,414195
IDF55059710,69734,3676065
IDF54989368,114550,2675535
IDF55012914,131972,679365
IDF54981609,47847,2878365
IDF55055954,121839,2773395
IDF55038383,68060,3504720
IDF54923072,148882,885465
IDF55131129,104583,651945
IDF55029432,23523,2235450
IDF55074872,96451,1773000
IDF54952348,76292,2919540
IDF54998991,29107,3328035
IDF55101310,128946,932985
IDF54976514,32006,1599045
IDF54961448,38721,1769730
IDF55049274,83400,2092710
IDF55147837,67772,1975470
IDF55085501,19726,1405410
IDF55132714,120581,3688815
IDF55049167,117693,1576215
IDF54998630,39343,1671510
IDF55014983,23642,943590
IDF55068229,113308,2869365
IDF54977571,18682,1624620
IDF54904443,50990,1754295
IDF55038030,106891,1221315
IDF54928324,24101,3041400
IDF54983037,113567,2817900
IDF54899497,131543,2950470
IDF55036740,46275,3278310
IDF55083776,75304,2302440
IDF55017677,107285,1407570
IDF54966329,111041,1117800
IDF54923596,118740,2926020
IDF54928133,61876,95490
IDF54961944,106019,2124300
IDF55106975,17721,3282135
IDF55004767,98751,2951175
IDF55140627,21568,3269805
IDF55138403,61154,3704220
IDF55061923,18312,2421825
IDF55137952,105091,3474075
IDF55080264,77487,1505460
IDF54940408,148619,541485
IDF55142998,18963,1271880
IDF54961322,36078,1912875
IDF54919011,117300,2651235
IDF55063077,57783,1676070
IDF54951425,70738,160080
IDF54897651,74550,2213295
IDF55058677,47182,359685
IDF55074445,72573,3529695
IDF55091216,20375,2398005
IDF54939511,74606,428205
IDF54928386,47659,3449625
IDF55137438,78759,1052700
IDF54902386,70900,2101590
IDF55017342,94162,2579340
IDF54969605,21144,867510
IDF54911498,117269,2688855
IDF55028425,56240,2770425
IDF55129442,102272,2417745
IDF54964250,71699,812115
IDF55110178,136803,1377180
IDF54936840,101481,886005
IDF54962717,122573,1216275
IDF54984486,107728,2871405
IDF55112067,76692,155910
IDF55096821,52976,1889910
IDF55086007,48995,1100280
IDF54993751,138852,1352880
IDF55141273,112912,1991235
IDF54932964,42130,1578300
IDF55145150,32692,2884320
IDF54914594,145364,1358850
IDF55053792,96391,2858775
IDF55122445,120787,1469910
IDF55013029,109151,2900265
IDF55044044,46163,3117900
IDF55049522,19127,228795
IDF54930426,75129,1253205
IDF54937847,124510,1203000
IDF55097494,117704,2183115
IDF54960458,53746,315750
IDF54918240,31668,3288510
IDF55115642,96663,1408935
IDF55025871,46664,257940
IDF55130298,104122,2785155
IDF55119860,144051,2016915
IDF55000997,26644,2249250
IDF54948739,52661,2285895
IDF55028001,33604,1634205
IDF55140058,59581,3069495
IDF55145294,114797,2649630
IDF55138884,94199,3544485
IDF55076507,38632,419100
IDF54906310,99793,1031430
IDF55104479,120918,157470
IDF54971020,51170,939630
IDF54979023,91987,3184275
IDF55108756,19943,2420385
IDF54903174,94611,2435550
IDF55091769,37743,480990
IDF55046191,57695,1049970
IDF54918585,89970,353070
IDF54896615,127576,3075360
IDF54991012,106530,674310
IDF54917981,46574,2370210
IDF55114375,81603,1284675
IDF54962960,74219,3461640
IDF55026311,118543,2554380
IDF55142834,19014,2160480
IDF55001670,34784,198735
IDF55126726,120329,862110
IDF55134729,97550,3198000
IDF54947433,133794,831225
IDF55103029,132884,3028635
IDF54979265,130273,1946325
IDF55045556,124777,3404610
IDF55130701,123535,1108725
IDF55146855,126343,2603565
IDF55090386,34844,3576360
IDF54920360,122939,1098855
IDF54936084,147407,1886895
IDF55123343,67614,1052355
IDF55123714,29658,2685450
IDF55052642,147307,1334910
IDF55047264,139954,1708470
IDF55119070,85081,509895
IDF55131563,148242,3483060
IDF54991791,137291,1434990
IDF55102385,18974,2300415
IDF55110514,75505,3301230
IDF54948534,19825,809295
IDF55013090,147502,3048705
IDF55052532,76180,2248245
IDF55059226,84260,1584735
IDF55080248,115901,1184415
IDF54918228,149331,2731485
IDF54913115,30875,1689645
IDF54985319,91740,587850
IDF55003697,65143,1169430
IDF55022129,100318,902070
IDF55150009,92286,1612515
IDF54950906,93105,1005510
IDF54938377,77357,2968350
IDF55010715,92120,1718325
IDF54987880,91707,2866245
IDF55006781,56917,3729735
IDF55121662,104683,2549385
IDF54932494,141546,2736945
IDF54953337,126552,3660855
IDF55006308,57847,1232745
IDF55113949,88636,3369270
IDF54995564,21426,729405
IDF54959849,97983,2198055
IDF55026663,71472,300015
IDF55101775,108567,2600865
IDF55047521,76225,2651640
IDF54938693,107653,3217245
IDF54985518,68161,630300
IDF54989133,92615,3107100
IDF55062222,113704,396105
IDF54961235,27381,474465
IDF55084545,51471,3609030
IDF54966202,81107,407685
IDF55103929,118163,3214905
IDF55031302,96178,2594220
IDF54990036,143847,1577190
IDF54929987,91263,901005
IDF55004946,135310,2741775
IDF55052529,70570,314115
IDF55021675,15808,2225280
IDF54987002,55904,466185
IDF54928876,103750,2693985
IDF54982847,48381,849060
IDF55126324,102466,563325
IDF55098846,65322,2596545
IDF54993814,97334,1679490
IDF55019240,32966,3617355
IDF55128528,120629,1630035
IDF55085587,39851,3218025
IDF54912490,20259,1871895
IDF54997360,82371,1784445
IDF55086102,45835,2072085
IDF55083001,124458,1869285
IDF54917901,22854,3015390
IDF55097243,76103,1816800
IDF55074504,100204,104505
IDF54993497,56787,1266780
IDF54923873,85911,654105
IDF55050967,90459,2151840
IDF54965901,120984,1714635
IDF54905068,84862,2058405
IDF55081252,140252,3535020
IDF54903954,97238,1534470
IDF55053497,134125,2203215
IDF55001105,82227,960105
IDF55142294,28533,1149780
IDF54909368,138306,1630290
IDF55083497,98206,3235260
IDF55012083,21982,289710
IDF55061144,80633,3314340
IDF54924503,139133,717945
IDF55011329,142228,898635
IDF54897202,56921,2624235
IDF54950460,60078,2401545
IDF55015274,33692,2117415
IDF54937022,114745,1583445
IDF54917833,36687,1567770
IDF55080718,131018,287400
IDF54998789,105691,1884870
IDF55067834,69588,572985
IDF55133891,36915,3069300
IDF54981499,120725,2950860
IDF54967496,101032,3320520
IDF54911601,102095,796545
IDF54924175,128741,1452930
IDF55022694,62635,3260175
IDF54965615,22960,759945
IDF54962901,92362,788130
IDF54923022,17775,2429340
IDF54909874,147962,377955
IDF54923846,36352,2485605
IDF54945737,25430,2953185
IDF55105523,19676,2763735
IDF54968037,132662,172365
IDF55109583,138869,3539085
IDF54931005,62842,3410205
IDF55090176,56092,966345
IDF54928941,34685,3597630
IDF55109768,47379,752310
IDF55006860,77630,3457815
IDF54933157,85781,2896830
IDF54929299,68842,2496030
IDF55056240,54821,374460
IDF55065137,81149,1864140
IDF55044583,15262,2695740
IDF55130511,143980,509025
IDF54985712,148193,3507645
IDF55026228,52888,2533320
IDF54999006,23353,3315570
IDF55083358,72083,1583340
IDF55080090,94782,2860380
IDF55065847,123509,3076875
IDF55045661,111816,481065
IDF55103228,81201,3462045
IDF54987658,149569,3272595
IDF55107842,84714,3058725
IDF55086831,107560,2756040
IDF54931519,82392,1904820
IDF55050894,147845,2777685
IDF55104378,52865,1339815
IDF54897139,88630,3174630
IDF55125531,120171,421410
IDF55002368,25704,616545
IDF54984975,62644,1497330
IDF55098342,147043,3646170
IDF55126760,33626,3563355
IDF55091864,61902,215475
IDF54917298,15625,2795655
IDF54913002,143193,2650695
IDF54969025,40074,223845
IDF54933287,16176,2152290
IDF54898895,130319,1302540
IDF55111922,73348,2720310
IDF54958268,115263,509625
IDF54958892,50029,2213565
IDF55037272,27504,301260
IDF54913441,80594,268725
IDF55041890,90588,2621055
IDF54994063,108800,1586910
IDF55062690,106903,346155
IDF55047315,129362,500880
IDF55104755,130581,2050995
IDF54933488,78574,3140460
IDF55142009,146965,1333665
IDF55060059,99193,589905
IDF55056966,122660,836145
IDF55141966,87062,503670
IDF54938327,79724,664335
IDF55062171,59126,623490
IDF55076348,117068,260310
IDF55131203,82061,1407180
IDF54987334,47806,635625
IDF54923921,37686,3143340
IDF55055094,126013,1567785
IDF54986317,91139,3397995
IDF54962283,122019,2473290
IDF55069175,39625,3371595
IDF54948638,113916,1107210
IDF54922937,131343,1133340
IDF55008728,18046,680445
IDF55078395,65790,1646550
IDF55083093,52235,1048140
IDF55128359,113800,3616260
IDF55064096,17628,1711215
IDF55031947,26463,335775
IDF54905342,78009,3290160
IDF55078563,82990,2471355
IDF54949247,109777,2164035
IDF54977789,87038,1010295
IDF55110238,86228,1477485
IDF54920217,24063,3624135
IDF55054257,98752,1592685
IDF54979421,74525,2735910
IDF55019211,31751,1279725
IDF55018822,50315,344385
IDF55032350,121541,2987370
IDF55011515,101411,3648165
IDF54901114,142590,2177985
IDF54996542,23462,3005265
IDF55110818,117812,3588540
IDF54910919,55009,330225
IDF55004330,31078,1436775
IDF54915824,77905,3685485
IDF54902309,107407,1855290
IDF54896860,24074,3571035
IDF54945294,33378,292275
IDF54912688,62902,312540
IDF55048576,97512,1726110
IDF55058702,110989,1701795
IDF55131147,41286,3066525
IDF55081403,144731,3725805
IDF55062707,68061,302820
IDF55022511,146193,153540
IDF55069514,16439,2406975
IDF55079716,16438,1688130
IDF54966499,15239,884820
IDF54950754,123343,3016155
IDF55045336,83617,1692060
IDF55089366,17574,3444120
IDF54910783,96514,3597270
IDF55076531,109748,1785900
IDF55093427,25960,2583840
IDF54996488,55819,218505
IDF54962205,39532,3553365
IDF54912225,100819,685095
IDF55034842,95604,2071260
IDF55090815,148740,609270
IDF55126874,58238,2777490
IDF54931097,37780,1085760
IDF55003503,48701,1459110
IDF54927348,131112,2849070
IDF54977420,70612,462765
IDF54993774,75094,3121320
IDF54950427,145916,512790
IDF55061442,117933,3125220
IDF55080050,123186,494115
IDF55024039,128697,527595
IDF55042914,64926,3038175
IDF54988648,77824,3697170
IDF55106948,148611,2579235
IDF55072290,17669,849195
IDF55015822,80551,2137860
IDF55068189,70448,2746185
IDF55026040,51252,421995
IDF54949264,75084,469230
IDF55108461,149258,1846980
IDF55019595,45203,682035
IDF54901788,103395,318135
IDF55054155,105484,3502815
IDF54916286,78071,1981710
IDF55109872,83140,1062135
IDF54961700,121606,1470720
IDF55042389,136802,560025
IDF55057224,125340,3720690
IDF54981171,132520,1107990
IDF55037779,91899,865215
IDF54961490,148357,2504910
IDF54963440,105214,1522080
IDF55026912,33680,363600
IDF55004064,146920,869625
IDF55090917,55954,1936425
IDF54937465,139323,3438825
IDF55019091,104599,2863395
IDF54978002,49841,3150045
IDF55135888,124438,1225320
IDF55058477,69843,2121615
IDF55105064,108973,2926095
IDF54965506,90540,2266620
IDF55034356,114663,2640195
IDF54988056,145624,2330160
IDF55043800,135376,969945
IDF54906803,16310,2715840
IDF54905706,15070,2707050
IDF54983945,25612,2256315
IDF54931122,128494,1813215
IDF55122752,97107,574425
IDF54948086,146469,168525
IDF54898035,99993,1388625
IDF55096266,79376,2679555
IDF54960225,136215,816345
IDF54900169,80585,1250670
IDF54984405,17146,316170
IDF54952302,149876,3044250
IDF54945525,60231,2530620
IDF54951933,51967,2198835
IDF55051887,16686,346545
IDF55121854,27369,2459025
IDF55067948,95445,866265
IDF54939997,69868,678855
IDF54943015,108863,2630070
IDF55124607,121740,3090060
IDF55016768,146487,1945965
IDF55044213,95206,986640
IDF55050729,92724,1587345
IDF55148674,113767,2864730
IDF55091154,122827,1695840
IDF55042161,114424,844230
IDF55042164,23910,1208280
IDF54897126,73442,754530
IDF55112725,99690,2832135
IDF55082033,120070,1546320
IDF54950671,22788,809760
IDF55134898,108948,1835265
IDF55094279,53635,2925690
IDF55069737,55256,1171935
IDF54955685,110617,544260
IDF55011507,32833,2134650
IDF55009581,70670,641925
IDF55094002,136768,689175
IDF55001673,109003,3035220
IDF55058077,33980,692445
IDF55066024,53105,452070
IDF54962731,81928,1056975
IDF55101950,39568,1158540
IDF55010603,42597,3739320
IDF55046856,77632,2780880
IDF55118188,27899,988770
IDF55142528,134089,2691975
IDF54948231,91300,1901220
IDF54924766,148517,305115
IDF55105447,84747,2664975
IDF54932756,111424,1272615
IDF55015835,94742,3714945
IDF54900351,56227,3532260
IDF55063667,86512,1516125
IDF55090950,15237,3280395
IDF55043819,44448,2701170
IDF54977905,43919,1602600
IDF54967783,56808,633270
IDF55112512,81859,2023740
IDF54924191,99348,441930
IDF54942368,88027,1118820
IDF55106551,36486,1219605
IDF54984290,133009,474210
IDF55025840,23456,3670290
IDF55140764,106943,2349945
IDF55076838,110675,1879410
IDF55063605,69723,1486500
IDF54989003,149274,3188190
IDF55113297,50871,3171570
IDF55146752,75650,3539520
IDF54955819,139662,3302505
IDF55009725,36808,2447685
IDF55037210,16927,3043995
IDF54933221,57767,2378235
IDF55026347,76463,3698985
IDF55025506,32305,2190675
IDF55041902,19021,107445
IDF55132015,18206,283770
IDF55107677,69818,3698595
IDF54979282,118911,1095585
IDF55027525,52114,1982355
IDF55009166,27189,3089460
IDF55032554,144972,2542845
IDF54920017,142246,2045865
IDF55074251,143441,2887590
IDF55126396,77023,3664200
IDF54963415,82548,3570810
IDF55107685,105202,2765310
IDF55097317,28599,1198155
IDF55080347,16647,416880
IDF54909992,145327,1506105
IDF55031806,103691,345720
IDF55111630,15249,3236175
IDF54992351,40384,626760
IDF54943492,131383,1973175
IDF55049012,102822,3344220
IDF55040025,56867,3561810
IDF54924884,68679,1823040
IDF54949108,145528,2282445
IDF54985479,86038,1705665
IDF55086763,30070,1900485
IDF54947094,91907,724455
IDF55027709,125917,2424375
IDF55005460,72203,2711565
IDF55102690,24277,2024505
IDF55132100,129882,213825
IDF54948096,77620,3633705
IDF54979124,132167,2447475
IDF55069086,64984,1689165
IDF54907367,82031,834630
IDF55142525,74614,1794255
IDF55001997,82684,250710
IDF54994000,59685,863100
IDF55110703,16274,3540465
IDF54941019,78016,466410
IDF54920987,42848,1100295
IDF55041922,31712,502215
IDF55090687,60935,2758860
IDF55036586,44157,3646545
IDF55026593,110807,2003295
IDF55130535,24183,2440650
IDF54977172,71548,690000
IDF55077483,106461,3687495
IDF55057558,132279,3703470
IDF55116926,118809,1357500
IDF55113648,33938,2149845
IDF55129443,127865,2187705
IDF55128324,16933,3470220
IDF55064331,129514,2046360
IDF54976022,38845,3191025
IDF55132229,147759,3291780
IDF55035533,18047,2445540
IDF55002655,22196,3030255
IDF55012673,20000,922635
IDF54980784,70982,2634750
IDF54898329,63487,2819265
IDF54984946,148789,2354070
IDF54919566,56577,1019160
IDF54905078,33443,1266780
IDF54911861,74392,3567030
IDF54899218,110067,2049555
IDF54945061,137328,2793555
IDF54901652,33583,911130
IDF55144580,73734,1429935
IDF54977371,109309,2529840
IDF54996700,74475,2316390
IDF55099385,146269,1872585
IDF55012813,41936,1395015
IDF55085105,23941,677445
IDF54953654,45073,1082265
IDF55125557,98792,1183290
IDF55056182,84085,2240775
IDF54900264,60156,3388020
IDF55013149,62570,2264640
IDF55028622,43230,2233995
IDF55063521,131960,2882235
IDF54928057,46306,3318390
IDF55115447,99068,1115265
IDF54999101,112112,3745845
IDF54969549,18591,2789355
IDF54954283,31429,1371435
IDF55105948,148407,111405
IDF55112564,124057,1990215
IDF54943793,89726,610470
IDF55144456,128106,2429880
IDF55146982,135506,2486955
IDF55029170,149827,504060
IDF55061254,104762,1531605
IDF55004789,146366,2489340
IDF54950444,87805,3649065
IDF54922891,79940,510480
IDF55011221,130163,3080700
IDF54900447,93844,2241690
IDF55080023,39185,1983060
IDF55089974,43212,590925
IDF54988187,103192,250620
IDF55006677,67248,1685865
IDF55097203,80314,1117740
IDF54918663,133976,345315
IDF55094575,138472,1359615
IDF55079006,114391,3374550
IDF55030419,37670,3462195
IDF54956659,137744,762450
IDF55124425,53192,1760385
IDF55016805,56276,3529065
IDF55133702,138542,3648330
IDF55091182,61843,1844850
IDF55047097,123826,1739370
IDF55101510,132171,1696620
IDF55098370,81772,3076545
IDF55109458,101981,3726390
IDF54915110,57126,2417925
IDF54917081,146731,1534635
IDF55011879,23311,241515
IDF55122630,24949,382680
IDF55137562,72787,3470640
IDF55055715,43888,815040
IDF55090142,108847,3643095
IDF55054690,24274,2745885
IDF54996131,74595,1372155
IDF55144016,42034,2241975
IDF54986699,127108,3674880
IDF55143027,56065,2452335
IDF55056860,149700,795525
IDF55096146,87162,3033900
IDF55009405,61373,1654005
IDF54998731,71074,1677105
IDF54998765,70489,2376825
IDF55070492,55786,1913760
IDF54985848,21124,2444040
IDF54965866,43865,3186855
IDF54899166,71989,1305945
IDF54937384,41750,308385
IDF55083549,95743,3597810
IDF55055937,127475,2764455
IDF55136887,49434,3164940
IDF55118917,62824,894450
IDF55001369,90895,3088755
IDF55006380,111787,1099440
IDF55112936,120515,707205
IDF54996800,69042,1330740
IDF55078205,65099,3552990
IDF54949394,73810,157905
IDF55066140,132166,3538575
IDF54963680,49233,871830
IDF55063746,72085,3217245
IDF55013530,97816,1718640
IDF54937640,145042,2152665
IDF55107791,53771,1456620
IDF54911836,60830,1461300
IDF55105176,33583,2582595
IDF55093240,46226,3418605
IDF55110049,53991,1389525
IDF55081190,90001,693465
IDF54959440,77303,2007720
IDF54974263,28485,2800620
IDF54954717,87547,1346625
IDF54919738,98291,2651175
IDF54922199,39678,1329585
IDF54927423,85955,485850
IDF54908044,114110,2573970
IDF55135360,26637,1294845
IDF54951222,50189,1837455
IDF55068824,139975,1785780
IDF55142229,101554,3365415
IDF55116737,21058,2497725
IDF54932593,62674,2739210
IDF54929390,80536,2581770
IDF55033918,17489,2483925
IDF54935827,85508,2242125
IDF54911351,100141,3266880
IDF54972722,101659,2600370
IDF55023412,25659,1489095
IDF55015122,75171,2855310
IDF55017172,26143,1019250
IDF55135319,148763,394455
IDF55018468,38259,1393560
IDF55007573,51715,376320
IDF55120905,95608,2837205
IDF54953792,22474,2188680
IDF55081479,23376,2202900
IDF55140683,67233,3596100
IDF55141424,60751,2003700
IDF54911718,55803,3204975
IDF55020096,34876,477855
IDF54924365,52473,2159400
IDF55065635,96832,299790
IDF55142504,35372,282870
IDF55062307,71965,842430
IDF54940029,148761,874590
IDF55136277,129972,3074820
IDF55090599,54031,1995630
IDF55074889,37941,1554180
IDF55129052,103650,1546980
IDF55069345,141976,334830
IDF54971729,82153,3399600
IDF54948994,143170,1495200
IDF55099729,109252,2495895
IDF55119783,61247,2725425
IDF55122318,112343,1658940
IDF55014482,55958,421770
IDF54931426,118841,680310
IDF55074137,93475,1857405
IDF55113719,109834,394305
IDF54898719,109426,1320765
IDF54931701,29588,3112830
IDF55041606,88418,2797290
IDF54899679,120509,2959485
IDF54994903,40793,323790
IDF55027751,114063,377970
IDF55083996,116515,2406540
IDF54937306,82718,1345035
IDF55100274,109216,714975
IDF55055724,121232,2773170
IDF55090122,27246,473640
IDF55103567,30352,2915250
IDF55042059,47269,827625
IDF54937035,32939,1294365
IDF54989339,78182,2700165
IDF54914305,46465,1826400
IDF55015976,29321,3664230
IDF55086006,149904,2458800
IDF55052704,61885,3640665
IDF55118376,41405,1332600
IDF55107556,66549,3225150
IDF55033330,122906,1337100
IDF54937656,132717,3479655
IDF55111903,89059,1360020
IDF55111844,73129,2371215
IDF55009804,17347,2234460
IDF54941016,15137,2070180
IDF55080410,136961,1685205
IDF55119237,110818,2022015
IDF54951204,109464,704940
IDF55136349,49691,3327030
IDF54974665,127724,517065
IDF54990079,33167,510585
IDF54900841,17627,2500905
IDF55096013,31752,309420
IDF54951220,65622,720885
IDF55045041,58450,1669635
IDF55037411,122618,1750080
IDF55143542,16636,3647430
IDF55129222,45013,1353675
IDF55027936,144702,1146705
IDF54904242,108197,1790520
IDF55032471,57806,2369895
IDF55066322,65837,1917645
IDF54923562,21081,2735175
IDF55065930,54364,3559935
IDF55030045,29784,558120
IDF55055844,17042,2681115
IDF55100178,19597,707025
IDF54942886,99754,2349570
IDF55102818,17401,1608465
IDF55127632,55882,608430
IDF55084322,96643,3709440
IDF55050501,42740,1503765
IDF54918981,90211,3310170
IDF54946123,103349,1852920
IDF55116028,27939,1277310
IDF54982853,95500,2213715
IDF55116318,111667,622470
IDF54901261,24199,239790
IDF54915430,93461,720480
IDF55074427,89417,2251455
IDF54965666,40183,441810
IDF54943953,36392,3127905
IDF54932831,96284,1162245
IDF55024346,127389,319095
IDF54973985,16828,919545
IDF54957854,86626,3391905
IDF55147175,37501,683280
IDF54979916,23136,1877625
IDF55129299,107902,3513405
IDF55039477,56018,2401635
IDF54980233,82253,2389365
IDF54945971,86178,1516905
IDF54902459,69177,2476875
IDF54966967,47379,2230425
IDF54983705,22599,75945
IDF54993332,110484,3580245
IDF54989465,29824,504750
IDF55074458,118909,2523630
IDF55088269,97799,2643345
IDF55124435,61508,3210780
IDF54921180,35087,3443850
IDF55048249,115589,467535
IDF55120740,30347,2842665
IDF55081186,87040,1289580
IDF54899739,106839,1716705
IDF55062862,78314,1446885
IDF55077212,136158,2158635
IDF55024312,27756,1047675
IDF54904357,93077,2488605
IDF54941980,81048,1970490
IDF54992986,100247,157050
IDF55113705,59996,3631395
IDF55004903,78117,1410405
IDF54953789,147848,1816290
IDF55023555,142239,1924290
IDF55085062,84866,965610
IDF55007689,41209,3135975
IDF55101300,15050,2660940
IDF54957681,95469,1566660
IDF54930020,114796,2835375
IDF55135886,16737,3655095
IDF55006269,146759,3206925
IDF54944160,39726,2003970
IDF54969280,115430,1998060
IDF55014033,122455,1452765
IDF55150027,102881,3094140
IDF55005285,121661,1976880
IDF55091958,43507,3252405
IDF54934954,37371,3448050
IDF54949363,24321,1424910
IDF54975971,116647,1858065
IDF54975145,119278,3060090
IDF55144986,132182,3291720
IDF54934811,82061,394380
IDF55142934,135715,2553840
IDF55097391,47255,1236720
IDF54947438,50885,3601920
IDF55073337,28943,2795730
IDF55049896,41082,1844685
IDF55032377,139116,2246115
IDF55061281,81447,1955970
IDF54985647,20643,2565255
IDF55119902,93160,2757825
IDF54935438,90748,3580650
IDF54992521,82289,714345
IDF55000855,35523,1378755
IDF54980030,127392,1962255
IDF55150128,139679,2782770
IDF54988837,63971,129750
IDF55032579,118830,2646210
IDF54911002,67857,88800
IDF55030772,130259,3668160
IDF54985178,125497,85980
IDF55085187,95645,2024865
IDF55061161,17667,459705
IDF55078612,17818,3447765
IDF55061905,106639,116445
IDF54990539,25109,2213550
IDF54904757,125217,1240935
IDF54954288,103445,2852235
IDF55098712,38809,98685
IDF55088029,61633,169110
IDF54930123,85686,634740
IDF55030391,66608,493140
IDF55024436,93887,2995230
IDF55066500,63195,935220
IDF55055963,105903,3656025
IDF54990809,110854,2164425
IDF55042945,69101,2101935
IDF55065441,92150,3527640
IDF55088799,93126,1628835
IDF55116289,144298,3043950
IDF55033070,28825,2234295
IDF54928320,48247,1912140
IDF55147344,17569,2793780
IDF55026715,83254,424035
IDF54935071,108049,2041110
IDF54968270,33291,2474790
IDF55073754,67780,3749400
IDF55030633,79273,1995630
IDF55052246,40700,2418750
IDF54921633,62275,3599010
IDF54907159,99497,2357670
IDF55030358,125864,1758855
IDF55151532,81971,1248495
IDF55042791,144321,648165
IDF54930387,34720,3603060
IDF55036420,115638,2625510
IDF55002709,43032,3439290
IDF54945220,144943,3720150
IDF55094590,91013,3714345
IDF55012748,78981,1881345
IDF54931365,69634,518190
IDF55008108,107375,2532495
IDF55102765,29011,516525
IDF54961025,132291,449325
IDF54961639,73627,2541555
IDF55077716,95646,786075
IDF55145642,112431,3661245
IDF55002292,117640,1419990
IDF54924284,24117,1163700
IDF54913924,16033,2891355
IDF55096800,57666,2030415
IDF55054323,77194,1294560
IDF55025235,146888,3346500
IDF54996448,90929,522180
IDF55091146,55018,599850
IDF54901913,100887,1005420
IDF54978574,64048,1938420
IDF54936534,41299,2937240
IDF55122781,141415,2859120
IDF55113522,25998,3126885
IDF55092862,22010,517875
IDF55035387,64197,2117415
IDF55133112,22615,3061125
IDF55017032,117715,3298185
IDF55023437,148732,659085
IDF55121578,23819,2767020
IDF55071855,64870,2558925
IDF55005957,139129,2346735
IDF55109356,111434,2941485
IDF55027036,17346,2601300
IDF55096289,32552,2926215
IDF55078384,136778,2347230
IDF55144011,129499,1924425
IDF55105445,148024,894705
IDF54922909,146205,809625
IDF54956498,49873,2081025
IDF54944753,138796,1693050
IDF54967074,15862,386070
IDF55004350,29995,675900
IDF55116119,57535,2912325
IDF55085005,57315,3219135
IDF55102704,40123,221415
IDF55093419,101358,1993395
IDF54938718,141005,3261120
IDF55100340,90136,885990
IDF55112317,52176,1495875
IDF54904543,144461,3319530
IDF54971185,39897,1567395
IDF55015640,131367,1840365
IDF54995351,26297,800400
IDF54950788,57537,1849590
IDF55076623,44526,1473345
IDF54983390,35117,3596715
IDF55071655,89931,3480585
IDF55029797,84145,1654905
IDF55051253,69499,1460010
IDF54911344,142168,1903125
IDF55031573,110463,1531800
IDF54995405,26265,2764380
IDF54963204,101962,836655
IDF54956586,86154,1182420
IDF55069444,105196,1610040
IDF54964600,35037,945480
IDF54921071,41110,961140
IDF55086333,22336,164730
IDF55141628,127471,431115
IDF54986768,50728,1584825
IDF54909870,106157,2455365
IDF54973733,16638,2615700
IDF55065885,145444,1106790
IDF55111060,22739,724500
IDF55047906,142969,3614295
IDF55062668,58364,3383490
IDF54963847,31978,1273380
IDF55119771,45822,718800
IDF54945978,114620,2177760
IDF54996812,111641,3393870
IDF54940089,101439,3144735
IDF55019597,48856,3142935
IDF55146732,49471,3016185
IDF55142205,133952,2193165
IDF54930889,71554,556665
IDF54918078,53315,1075155
IDF55141203,124557,1486920
IDF54917816,57234,1710285
IDF55151544,83734,243945
IDF55044295,95019,1085790
IDF54906292,16928,77520
IDF55103224,25863,1030860
IDF54943119,18501,3479010
IDF54897861,82211,1806510
IDF55050470,136826,1053735
IDF55149059,50655,2529855
IDF55012327,87893,3613755
IDF55133652,48708,1245195
IDF54984835,37081,2102775
IDF55065753,60595,3621165
IDF54912950,112395,849450
IDF55103235,53127,557775
IDF55142548,33689,1923420
IDF55000069,81094,1939245
IDF55136566,53186,2064525
IDF54927243,102143,1273815
IDF54947278,115877,1706640
IDF55139571,120426,1627065
IDF55061465,56695,2833995
IDF54957712,89507,1969245
IDF55039588,15293,2075385
IDF54962416,25331,3538965
IDF55050909,112211,1312770
IDF55094684,102991,3657135
IDF55078389,143614,1881810
IDF54977909,145992,2663520
IDF54901308,40171,1186095
IDF54963044,123630,1525500
IDF54987724,52358,2165010
IDF54991666,32795,550020
IDF55143093,45316,2490345
IDF55097728,105640,2892930
IDF54932677,116030,2974425
IDF54990978,98146,1097865
IDF55018650,38284,3685665
IDF55056572,54283,3211185
IDF55086533,19133,303975
IDF55051433,53823,3629940
IDF54973910,91519,3289095
IDF55032182,108344,817320
IDF54920577,135800,3681885
IDF55127268,62947,1670355
IDF54963790,16592,1407570
IDF54971863,66253,2310960
IDF55019635,50310,2515665
IDF54940487,20785,1015665
IDF54950787,70311,2261100
IDF54964350,26804,2799855
IDF55013287,23672,2403075
IDF54953025,81139,275100
IDF55076854,46342,973095
IDF54933443,140006,1355565
IDF55017732,41477,1102470
IDF54919775,112217,1956765
IDF54926841,126682,1134240
IDF55129179,102019,2512440
IDF54931941,65597,1358880
IDF54968383,33648,1259490
IDF55023212,87787,2122050
IDF55058034,21230,3147135
IDF54953818,123443,203460
IDF54909883,26749,2879505
IDF55025239,23345,1802115
IDF54957135,105339,3315420
IDF54983344,64605,1462635
IDF54924672,32139,3719760
IDF54975800,102375,2105145
IDF55078767,45340,1993620
IDF55071444,88818,2462625
IDF54912691,86056,3151080
IDF54940927,64562,3469860
IDF54958112,16547,3644040
IDF55106904,57302,1664055
IDF55006185,58942,2150685
IDF55126350,80899,3314745
