ID,дата_начала_периода,просрочка_дней
IDF55066312,2015-12-01,103
IDF54942491,2013-12-01,95
IDF55130629,2018-03-01,113
IDF55100424,2019-10-01,117
IDF54903804,2017-11-01,119
IDF55117515,2019-10-01,107
IDF55032538,2014-09-01,102
IDF55143274,2016-08-01,89
IDF54939701,2015-10-01,116
IDF54965603,2018-08-01,126
IDF55112069,2019-05-01,131
IDF55067282,2019-03-01,129
IDF54899463,2016-04-01,133
IDF54961356,2016-10-01,112
IDF55011178,2018-12-01,136
IDF55107874,2018-02-01,148
IDF55125130,2018-09-01,95
IDF54918813,2018-04-01,118
IDF54972037,2015-12-01,94
IDF55149757,2019-04-01,125
IDF55106286,2019-07-01,131
IDF54937413,2017-12-01,80
IDF55097043,2015-06-01,117
IDF55077892,2018-11-01,117
IDF55036123,2019-08-01,131
IDF54897975,2017-11-01,115
IDF54960109,2015-08-01,100
IDF54908994,2015-03-01,100
IDF55114721,2019-12-01,84
IDF54984894,2015-04-01,114
IDF55069373,2015-09-01,111
IDF55100158,2017-12-01,143
IDF55107792,2017-06-01,128
IDF54971705,2019-05-01,121
IDF55024879,2019-05-01,104
IDF54993641,2015-05-01,116
IDF55025168,2015-03-01,140
IDF54922479,2015-12-01,125
IDF54936943,2014-12-01,117
IDF54990684,2019-04-01,107
IDF55105299,2015-02-01,88
IDF54988132,2017-04-01,86
IDF55034867,2016-09-01,81
IDF54971725,2016-10-01,84
IDF54908592,2015-09-01,109
IDF54984680,2017-08-01,91
IDF55022318,2014-06-01,139
IDF55100614,2018-11-01,141
IDF54990863,2016-12-01,90
IDF55081388,2017-08-01,103
IDF55114111,2019-09-01,103
IDF54904621,2014-12-01,101
IDF54992823,2018-11-01,149
IDF54984765,2017-11-01,99
IDF54900167,2019-08-01,111
IDF54905600,2019-06-01,93
IDF54964490,2018-08-01,147
IDF55108536,2019-05-01,146
IDF54981206,2019-04-01,101
IDF55068412,2017-11-01,104
IDF54984656,2019-02-01,115
IDF55073844,2018-11-01,133
IDF55067311,2016-01-01,121
IDF55019270,2017-02-01,141
IDF55107079,2017-05-01,138
IDF55120137,2019-06-01,108
IDF54982198,2017-04-01,146
IDF55135434,2018-12-01,112
IDF55136699,2016-04-01,127
IDF55065828,2015-06-01,124
IDF54977103,2018-06-01,126
IDF55036890,2017-05-01,108
IDF55112361,2017-02-01,120
IDF55120539,2017-12-01,98
IDF54938293,2019-02-01,141
IDF54934083,2016-08-01,113
IDF55144392,2018-09-01,98
IDF55026592,2016-02-01,135
IDF55004021,2016-09-01,95
IDF54978513,2017-09-01,80
IDF54942792,2019-07-01,85
IDF55062842,2018-12-01,108
IDF55107389,2019-08-01,80
IDF55148636,2019-07-01,117
IDF54931604,2018-12-01,109
IDF54988064,2014-02-01,116
IDF55143349,2017-05-01,86
IDF54952644,2019-11-01,97
IDF55127802,2014-06-01,115
IDF55017615,2018-12-01,100
IDF55115378,2018-12-01,95
IDF55029732,2019-11-01,107
IDF55110042,2017-08-01,113
IDF55025348,2018-07-01,137
IDF54947049,2017-03-01,133
IDF54933376,2016-04-01,92
IDF54994885,2017-05-01,141
IDF54979271,2018-09-01,115
IDF54924052,2019-11-01,126
IDF54989275,2018-12-01,138
IDF55080324,2017-07-01,146
IDF55021742,2016-04-01,89
IDF55133436,2016-09-01,139
IDF55053873,2015-06-01,132
IDF55092053,2018-10-01,120
IDF54940704,2014-10-01,132
IDF55067951,2018-09-01,99
IDF54904250,2019-06-01,121
IDF55149098,2015-10-01,116
IDF54918510,2016-03-01,111
IDF55035743,2015-07-01,94
IDF54965392,2017-04-01,112
IDF55018060,2017-05-01,108
IDF54978277,2018-09-01,120
IDF55019043,2017-01-01,150
IDF55070154,2019-08-01,128
IDF54949100,2018-10-01,86
IDF54922742,2019-11-01,134
IDF54931444,2015-08-01,102
IDF55055408,2014-08-01,112
IDF54971006,2019-07-01,81
IDF55140603,2015-10-01,103
IDF54918532,2018-11-01,90
IDF55150549,2014-02-01,112
IDF55106810,2016-06-01,93
IDF55134051,2017-02-01,143
IDF55068329,2018-09-01,138
IDF55088825,2017-10-01,93
IDF55038711,2019-02-01,129
IDF55133561,2019-12-01,142
IDF54994986,2017-05-01,117
IDF55021497,2019-08-01,95
IDF55061723,2017-12-01,100
IDF55130004,2018-03-01,114
IDF55005724,2014-09-01,138
IDF54951652,2018-08-01,87
IDF54974871,2018-11-01,131
IDF55019711,2018-04-01,132
IDF55099578,2014-11-01,99
IDF55032065,2014-09-01,105
IDF54943102,2018-07-01,87
IDF54974166,2018-12-01,85
IDF55122471,2019-07-01,92
IDF54909419,2015-02-01,91
IDF55059346,2015-03-01,131
IDF54922186,2014-10-01,95
IDF54924728,2015-07-01,102
IDF55116298,2019-04-01,113
IDF55001337,2019-02-01,122
IDF55144659,2019-07-01,133
IDF54940035,2015-05-01,84
IDF55123636,2013-12-01,115
IDF54989761,2017-11-01,126
IDF54971031,2016-05-01,106
IDF54900220,2017-02-01,109
IDF55115415,2015-05-01,136
IDF54944849,2017-05-01,94
IDF55088856,2014-06-01,129
IDF55129010,2014-10-01,101
IDF54925258,2018-06-01,93
IDF55047517,2019-03-01,137
IDF54993723,2018-04-01,144
IDF54978098,2018-01-01,145
IDF55092324,2014-02-01,88
IDF55118724,2018-11-01,145
IDF55085660,2015-02-01,80
IDF55019323,2016-09-01,97
IDF54902709,2019-04-01,106
IDF54955713,2017-01-01,86
IDF54902719,2018-09-01,83
IDF55138002,2017-07-01,98
IDF55137457,2014-09-01,122
IDF55059834,2018-01-01,89
IDF55137495,2019-07-01,121
IDF55019037,2018-07-01,110
IDF55083065,2015-08-01,135
IDF54907856,2017-08-01,86
IDF55024336,2016-03-01,108
IDF54959185,2019-09-01,149
IDF54915327,2019-07-01,130
IDF54999348,2015-08-01,95
IDF55058837,2016-05-01,124
IDF55018343,2016-05-01,111
IDF54984991,2019-08-01,133
IDF54941555,2018-10-01,124
IDF55012680,2018-03-01,123
IDF54955427,2019-12-01,141
IDF55139731,2019-02-01,115
IDF55004858,2019-07-01,87
IDF55009971,2016-06-01,140
IDF55096999,2019-04-01,94
IDF55076069,2017-12-01,146
IDF55022924,2014-04-01,145
IDF55051025,2016-03-01,112
IDF55127088,2019-11-01,108
IDF55069935,2014-08-01,125
IDF55017582,2019-08-01,135
IDF55095653,2015-04-01,81
IDF55107300,2018-09-01,115
IDF54975594,2018-10-01,127
IDF55087417,2019-10-01,119
IDF55050144,2018-12-01,137
IDF54934875,2014-07-01,148
IDF55067604,2019-04-01,125
IDF54952340,2015-02-01,110
IDF55142344,2019-08-01,103
IDF55077355,2018-12-01,98
IDF54930217,2015-11-01,129
IDF55102894,2018-01-01,133
IDF55037192,2017-05-01,96
IDF55087530,2019-05-01,142
IDF54940355,2014-06-01,127
IDF55074269,2018-07-01,134
IDF54989724,2016-01-01,144
IDF54940382,2014-04-01,114
IDF54918360,2018-08-01,145
IDF54999299,2016-03-01,80
IDF54998460,2016-05-01,111
IDF55002032,2018-08-01,112
IDF55053856,2015-08-01,101
IDF55100823,2017-04-01,104
IDF55004708,2019-11-01,94
IDF54936685,2014-05-01,90
IDF55077245,2014-12-01,147
IDF55005251,2015-09-01,88
IDF54931008,2019-07-01,86
IDF55021441,2019-12-01,104
IDF55096913,2014-07-01,150
IDF55026745,2017-01-01,95
IDF54933553,2017-09-01,120
IDF55039077,2019-03-01,108
IDF55148684,2015-11-01,106
IDF54975230,2018-02-01,149
IDF55007922,2015-07-01,102
IDF54911732,2016-03-01,117
IDF55122698,2016-07-01,107
IDF54983730,2018-07-01,145
IDF55022635,2018-12-01,144
IDF54979667,2019-11-01,121
IDF54918350,2017-10-01,95
IDF54898932,2018-12-01,107
IDF55001049,2019-08-01,148
IDF54993455,2015-01-01,93
IDF55009928,2018-12-01,114
IDF54964634,2019-07-01,118
IDF54914877,2019-08-01,124
IDF55027479,2019-08-01,96
IDF54963818,2015-03-01,112
IDF55127062,2015-07-01,135
IDF55025341,2019-08-01,140
IDF55136407,2019-09-01,110
IDF55112163,2019-12-01,83
IDF54925848,2015-04-01,100
IDF55141209,2015-09-01,114
IDF54940833,2019-12-01,137
IDF55080204,2018-01-01,100
IDF55075380,2018-08-01,139
IDF54899144,2018-07-01,107
IDF54970751,2018-12-01,140
IDF55149439,2017-07-01,89
IDF55106553,2015-05-01,150
IDF55044399,2015-05-01,107
IDF54922069,2018-01-01,98
IDF55033957,2018-12-01,97
IDF55110219,2018-12-01,119
IDF54955928,2016-04-01,143
IDF55024762,2018-02-01,144
IDF54898703,2019-02-01,115
IDF55061202,2019-12-01,135
IDF55055380,2015-02-01,99
IDF54965309,2019-06-01,146
IDF54946540,2018-02-01,148
IDF54943088,2013-12-01,110
IDF55093831,2018-03-01,122
IDF54928969,2017-02-01,91
IDF55076650,2019-06-01,111
IDF54972418,2019-09-01,86
IDF55100650,2014-07-01,145
IDF55041145,2015-02-01,83
IDF54941078,2015-09-01,120
IDF55036632,2019-04-01,147
IDF54917645,2014-03-01,104
IDF55125332,2016-04-01,141
IDF55035556,2014-08-01,114
IDF55060819,2015-04-01,122
IDF54921918,2018-08-01,131
IDF55041984,2016-11-01,82
IDF54964859,2015-04-01,105
IDF55148946,2018-12-01,99
IDF55110836,2014-08-01,86
IDF55116626,2018-05-01,142
IDF54984422,2019-06-01,149
IDF55088993,2015-09-01,117
IDF55098188,2016-01-01,114
IDF55140325,2019-07-01,94
IDF55025005,2014-12-01,126
IDF54987034,2016-10-01,87
IDF55143328,2018-05-01,117
IDF55076153,2015-10-01,123
IDF55051693,2018-04-01,100
IDF54905869,2017-08-01,103
IDF55056521,2014-10-01,112
IDF54918207,2014-08-01,99
IDF55093038,2019-07-01,141
IDF54905298,2016-01-01,144
IDF55142432,2019-05-01,106
IDF55119391,2019-04-01,86
IDF55029112,2016-08-01,82
IDF55095753,2017-03-01,82
IDF55059036,2017-12-01,110
IDF55144747,2014-11-01,128
IDF55048287,2019-06-01,94
IDF55007423,2018-03-01,90
IDF54938704,2014-09-01,134
IDF55010090,2018-01-01,131
IDF55149426,2017-05-01,104
IDF54990833,2019-10-01,120
IDF54905173,2016-10-01,93
IDF54958135,2019-10-01,108
IDF55016928,2018-10-01,133
IDF55140953,2019-03-01,108
IDF55136730,2018-06-01,136
IDF55105368,2014-09-01,140
IDF55020979,2019-04-01,150
IDF55106190,2019-03-01,93
IDF54915133,2019-11-01,127
IDF55095151,2018-04-01,81
IDF55089827,2018-12-01,113
IDF54987158,2019-11-01,125
IDF55058286,2018-11-01,91
IDF54991640,2019-09-01,107
IDF55080931,2016-11-01,116
IDF54938257,2018-02-01,149
IDF55133741,2019-10-01,96
IDF54942606,2018-06-01,81
IDF54910139,2016-08-01,146
IDF55054639,2018-04-01,141
IDF55083489,2018-07-01,84
IDF55076985,2016-04-01,103
IDF54993487,2014-11-01,146
IDF55098690,2017-08-01,107
IDF55047842,2017-05-01,119
IDF54928104,2019-10-01,87
IDF54953898,2016-10-01,143
IDF55050268,2018-01-01,101
IDF55010107,2016-07-01,101
IDF54976095,2016-04-01,98
IDF54985830,2018-01-01,91
IDF54947371,2016-11-01,150
IDF55095642,2019-09-01,108
IDF55065759,2018-08-01,142
IDF55005539,2019-02-01,88
IDF55073355,2016-03-01,111
IDF55099474,2019-04-01,89
IDF54954282,2019-06-01,81
IDF55063380,2018-07-01,80
IDF55016534,2019-10-01,88
IDF54930690,2013-12-01,138
IDF55126090,2014-03-01,100
IDF55048251,2016-05-01,128
IDF54916996,2017-10-01,134
IDF55030812,2018-01-01,124
IDF55087602,2015-03-01,114
IDF54921884,2019-09-01,107
IDF55145808,2018-04-01,122
IDF55034970,2018-11-01,108
IDF55082344,2016-05-01,138
IDF55083457,2014-10-01,115
IDF55143544,2017-10-01,116
IDF54959542,2019-06-01,141
IDF54974374,2019-12-01,101
IDF54993138,2014-09-01,112
IDF55107006,2018-12-01,118
IDF55116887,2014-06-01,93
IDF55081126,2014-08-01,143
IDF54951978,2019-09-01,107
IDF55044895,2014-11-01,135
IDF55125841,2014-02-01,84
IDF55002487,2019-04-01,105
IDF55143811,2016-10-01,101
IDF55107489,2014-11-01,150
IDF54917290,2018-11-01,116
IDF54969688,2017-05-01,116
IDF54925366,2015-07-01,101
IDF55095065,2016-04-01,139
IDF55075094,2019-10-01,91
IDF55013104,2017-02-01,150
IDF55117356,2017-09-01,105
IDF54902448,2019-04-01,143
IDF54949874,2019-06-01,81
IDF55076200,2019-06-01,112
IDF55058923,2018-11-01,140
IDF55128055,2016-10-01,137
IDF55139889,2014-11-01,81
IDF55028773,2016-05-01,133
IDF55134184,2019-05-01,102
IDF55115913,2016-10-01,107
IDF55015187,2017-04-01,117
IDF54910031,2019-10-01,97
IDF54918451,2018-11-01,93
IDF54897125,2015-03-01,132
IDF55007026,2016-11-01,104
IDF55004996,2018-03-01,85
IDF55032853,2016-08-01,124
IDF55130095,2018-04-01,111
IDF55108390,2018-12-01,113
IDF54917246,2017-07-01,144
IDF54915550,2019-09-01,121
IDF55127900,2017-07-01,109
IDF54898385,2019-06-01,80
IDF55016973,2017-03-01,121
IDF55036982,2017-06-01,123
IDF55145302,2019-05-01,146
IDF54995216,2017-03-01,140
IDF54914521,2014-03-01,97
IDF54988650,2017-02-01,121
IDF55023698,2014-03-01,105
IDF55021474,2015-06-01,130
IDF55056271,2017-10-01,80
IDF55074574,2019-08-01,139
IDF55073734,2016-05-01,135
IDF54951112,2018-08-01,123
IDF55140865,2017-09-01,115
IDF55098176,2014-09-01,148
IDF54928156,2014-11-01,124
IDF55150984,2014-09-01,104
IDF55001506,2019-02-01,94
IDF54994016,2015-07-01,131
IDF55002217,2019-07-01,90
IDF55117627,2015-12-01,127
IDF55073944,2019-12-01,126
IDF55140410,2019-05-01,150
IDF55035938,2016-04-01,118
IDF55048630,2017-01-01,119
IDF55098803,2015-10-01,136
IDF54949463,2016-03-01,84
IDF55149622,2015-09-01,120
IDF55099422,2014-07-01,102
IDF55018288,2014-12-01,116
IDF55018608,2016-02-01,142
IDF54900495,2015-06-01,100
IDF54985841,2019-06-01,142
IDF55014467,2019-03-01,126
IDF54974830,2017-12-01,148
IDF55129596,2017-09-01,150
IDF55036229,2015-05-01,147
IDF54986289,2018-09-01,111
IDF55107480,2018-11-01,140
IDF54948429,2015-08-01,100
IDF55080114,2015-02-01,99
IDF55049454,2017-01-01,97
IDF55111959,2016-12-01,130
IDF55015172,2019-08-01,139
IDF55012157,2019-03-01,148
IDF54910832,2017-05-01,86
IDF54989490,2015-07-01,141
IDF54952220,2019-12-01,139
IDF54906234,2017-05-01,101
IDF55061995,2016-02-01,126
IDF54998645,2017-04-01,90
IDF54971009,2016-11-01,93
IDF54985989,2014-12-01,124
IDF55121511,2018-09-01,113
IDF55104695,2019-12-01,145
IDF55062724,2019-11-01,102
IDF55076590,2017-08-01,135
IDF55079598,2018-12-01,134
IDF55046193,2018-08-01,136
IDF55006106,2016-04-01,133
IDF55107308,2017-08-01,147
IDF55012700,2019-06-01,125
IDF55060042,2018-11-01,107
IDF55005610,2019-09-01,80
IDF55121529,2015-07-01,136
IDF54921140,2017-10-01,120
IDF55090259,2018-03-01,93
IDF55063359,2018-10-01,128
IDF54995298,2014-10-01,101
IDF55134502,2018-06-01,137
IDF55099086,2018-07-01,148
IDF55101099,2015-11-01,133
IDF54936788,2018-09-01,104
IDF55033490,2015-09-01,84
IDF55014698,2017-09-01,114
IDF54948242,2014-09-01,115
IDF55125683,2018-06-01,132
IDF54920761,2014-02-01,84
IDF55083131,2014-05-01,140
IDF54935857,2019-08-01,99
IDF54951800,2018-12-01,150
IDF55087645,2014-10-01,119
IDF55098550,2015-06-01,123
IDF54975745,2019-07-01,109
IDF55115751,2019-02-01,101
IDF55130709,2019-11-01,148
IDF55065400,2016-05-01,95
IDF55085540,2016-03-01,110
IDF55101574,2015-09-01,137
IDF55122888,2019-09-01,96
IDF55044763,2015-06-01,111
IDF55087040,2019-04-01,125
IDF54970782,2016-01-01,102
IDF54976861,2018-08-01,106
IDF55140664,2014-08-01,104
IDF55025586,2015-06-01,115
IDF55044389,2015-11-01,108
IDF55004329,2014-08-01,80
IDF54900851,2019-11-01,107
IDF54995095,2016-09-01,83
IDF55144837,2013-12-01,121
IDF55052255,2019-12-01,140
IDF55000320,2018-12-01,102
IDF54991416,2014-10-01,134
IDF55002491,2019-06-01,86
IDF55079962,2015-01-01,132
IDF54908442,2014-08-01,96
IDF55124204,2016-05-01,94
IDF54960805,2016-04-01,89
IDF55034932,2018-02-01,107
IDF54953672,2018-05-01,145
IDF55101279,2019-02-01,130
IDF55041492,2018-09-01,130
IDF54991137,2015-09-01,107
IDF55078326,2015-09-01,116
IDF55087467,2016-05-01,112
IDF55115421,2019-04-01,92
IDF54936511,2018-07-01,85
IDF55089454,2015-07-01,116
IDF55124584,2019-10-01,104
IDF54957350,2018-09-01,142
IDF54996815,2018-10-01,149
IDF54910563,2016-05-01,141
IDF54928213,2014-09-01,136
IDF55089365,2016-02-01,137
IDF55086700,2018-09-01,93
IDF54930288,2016-10-01,114
IDF54905434,2015-02-01,148
IDF55057728,2018-12-01,110
IDF55050763,2018-02-01,99
IDF54910422,2014-09-01,107
IDF55101240,2019-05-01,129
IDF55063116,2018-06-01,149
IDF55064485,2014-08-01,88
IDF55099370,2015-01-01,114
IDF55025511,2018-07-01,148
IDF55003300,2018-06-01,85
IDF55104682,2019-04-01,150
IDF55119331,2016-03-01,125
IDF54981307,2016-07-01,120
IDF54967248,2019-06-01,124
IDF55144585,2014-10-01,145
IDF55086024,2019-03-01,103
IDF54936689,2016-03-01,145
IDF54999600,2017-10-01,144
IDF54974873,2018-11-01,118
IDF55024369,2019-05-01,129
IDF55103294,2017-07-01,121
IDF55120372,2016-07-01,134
IDF54947193,2015-10-01,133
IDF55073140,2014-12-01,118
IDF54949509,2016-07-01,86
IDF54928959,2015-03-01,94
IDF55070423,2018-10-01,89
IDF54961462,2018-12-01,148
IDF55122582,2019-08-01,115
IDF54958172,2016-11-01,112
IDF55041764,2019-06-01,103
IDF55040281,2015-08-01,102
IDF55048422,2019-03-01,107
IDF54988576,2017-02-01,134
IDF54914735,2019-05-01,115
IDF54968230,2014-06-01,121
IDF54987113,2019-07-01,147
IDF55021211,2017-10-01,135
IDF55134301,2016-09-01,145
IDF55148996,2017-06-01,125
IDF54964141,2019-05-01,131
IDF55123173,2014-01-01,126
IDF55087272,2015-03-01,102
IDF54899871,2018-07-01,83
IDF54943825,2015-04-01,144
IDF55145254,2014-02-01,129
IDF55056619,2018-12-01,104
IDF55120054,2018-09-01,136
IDF55139941,2016-11-01,137
IDF55113037,2014-08-01,102
IDF55024983,2018-08-01,121
IDF54908953,2019-12-01,147
IDF54899707,2016-01-01,100
IDF55030154,2015-03-01,129
IDF54967013,2014-05-01,98
IDF55108764,2019-03-01,150
IDF55031621,2019-11-01,88
IDF54961446,2019-04-01,109
IDF55089147,2016-01-01,127
IDF54956495,2015-11-01,131
IDF55089223,2018-11-01,99
IDF54923685,2019-02-01,134
IDF55013854,2018-11-01,87
IDF55016521,2014-02-01,82
IDF54942044,2015-03-01,112
IDF55033033,2019-11-01,87
IDF55029632,2016-02-01,107
IDF54982904,2016-09-01,147
IDF55008241,2016-12-01,146
IDF54981505,2018-12-01,99
IDF55048144,2014-11-01,114
IDF54929034,2017-07-01,104
IDF54949510,2015-06-01,148
IDF55003338,2019-07-01,85
IDF55029665,2019-04-01,149
IDF55033882,2017-05-01,101
IDF55021615,2015-09-01,148
IDF54911130,2016-12-01,148
IDF54997272,2015-03-01,82
IDF55023788,2018-11-01,145
IDF55092166,2016-03-01,126
IDF54993041,2018-12-01,82
IDF55040899,2019-07-01,130
IDF55078190,2017-09-01,125
IDF55065387,2015-07-01,86
IDF55085166,2014-06-01,97
IDF55117660,2019-12-01,119
IDF54944056,2017-10-01,143
IDF54922620,2017-04-01,138
IDF55046129,2019-08-01,100
IDF55143227,2016-01-01,97
IDF54928546,2017-08-01,133
IDF55006123,2015-09-01,92
IDF55125863,2018-11-01,149
IDF54918976,2019-11-01,134
IDF55111965,2015-09-01,146
IDF55002527,2017-12-01,106
IDF55054218,2017-06-01,108
IDF54930422,2017-05-01,84
IDF55127443,2018-07-01,124
IDF55047404,2014-09-01,100
IDF54938317,2019-07-01,139
IDF55067968,2019-02-01,111
IDF54934378,2016-09-01,145
IDF54960730,2018-11-01,86
IDF54947765,2019-05-01,117
IDF54949705,2014-04-01,140
IDF55076822,2018-06-01,87
IDF55047622,2016-01-01,119
IDF55010817,2018-11-01,122
IDF54993544,2017-01-01,106
IDF55027048,2018-06-01,95
IDF55139055,2015-01-01,148
IDF55056303,2018-08-01,136
IDF54961074,2019-03-01,104
IDF55069732,2018-11-01,97
IDF55074628,2017-10-01,99
IDF54930111,2015-05-01,150
IDF54907670,2019-10-01,112
IDF55124391,2016-10-01,148
IDF55111952,2018-07-01,131
IDF55070114,2017-11-01,119
IDF54984732,2019-06-01,145
IDF55130847,2015-06-01,110
IDF54969167,2018-08-01,98
IDF54983000,2016-01-01,124
IDF54975417,2016-09-01,122
IDF54918158,2019-07-01,119
IDF55134354,2016-03-01,91
IDF55116547,2019-02-01,145
IDF55056320,2016-12-01,100
IDF55120029,2015-02-01,82
IDF55006802,2014-11-01,121
IDF55118059,2019-05-01,137
IDF55134676,2016-06-01,137
IDF55146927,2017-11-01,86
IDF55105839,2015-02-01,125
IDF54962920,2018-12-01,125
IDF54939544,2014-12-01,114
IDF55032084,2014-10-01,83
IDF55020228,2016-08-01,93
IDF55133759,2014-12-01,84
IDF55014303,2019-08-01,148
IDF54951780,2019-10-01,87
IDF54955124,2017-09-01,134
IDF55090373,2018-04-01,92
IDF55107418,2019-08-01,125
IDF55043551,2018-03-01,134
IDF54989519,2015-03-01,112
IDF54945518,2019-12-01,124
IDF55103427,2015-02-01,89
IDF54996446,2019-12-01,101
IDF54984582,2016-05-01,126
IDF55014287,2014-11-01,138
IDF55041013,2016-04-01,100
IDF55001263,2018-09-01,134
IDF54966458,2019-11-01,83
IDF55009750,2016-12-01,82
IDF55144403,2015-05-01,124
IDF55044260,2016-02-01,128
IDF55054037,2018-10-01,92
IDF55137222,2017-05-01,121
IDF55070966,2019-03-01,147
IDF54962979,2018-05-01,118
IDF55129569,2016-03-01,102
IDF55025643,2019-11-01,118
IDF54914862,2019-03-01,108
IDF55096629,2018-10-01,88
IDF54968041,2019-03-01,133
IDF54930585,2018-12-01,123
IDF55040611,2017-09-01,80
IDF55021771,2018-09-01,100
IDF55098826,2015-09-01,119
IDF54960525,2019-02-01,86
IDF55075497,2019-12-01,116
IDF54912493,2016-01-01,140
IDF55122435,2014-08-01,94
IDF55133663,2016-02-01,118
IDF55107277,2018-02-01,128
IDF55017922,2016-08-01,85
IDF54969472,2019-02-01,110
IDF55044269,2019-09-01,97
IDF55037200,2018-12-01,88
IDF54954753,2017-03-01,125
IDF55002271,2018-11-01,130
IDF55010689,2014-01-01,103
IDF55087125,2015-08-01,90
IDF54951065,2018-02-01,90
IDF55053474,2019-04-01,149
IDF54901463,2015-09-01,125
IDF55021664,2018-08-01,91
IDF55142999,2016-07-01,128
IDF54988205,2015-04-01,130
IDF55150817,2018-03-01,120
IDF55058617,2019-04-01,115
IDF55106646,2018-10-01,84
IDF54932573,2018-11-01,95
IDF55062763,2019-05-01,113
IDF55067896,2019-07-01,97
IDF54913210,2015-06-01,143
IDF54936837,2017-09-01,124
IDF55142853,2014-09-01,109
IDF54920457,2019-10-01,118
IDF54979009,2019-11-01,133
IDF55044720,2019-06-01,143
IDF55059532,2019-10-01,121
IDF55089437,2016-08-01,80
IDF55055189,2014-12-01,85
IDF54975999,2015-11-01,109
IDF55079922,2019-02-01,84
IDF55065311,2019-08-01,115
IDF54980393,2014-02-01,139
IDF54966326,2018-07-01,85
IDF55147826,2018-08-01,95
IDF54978618,2016-11-01,89
IDF55130975,2014-12-01,107
IDF55139282,2015-08-01,130
IDF55095008,2016-08-01,83
IDF55077974,2018-12-01,116
IDF54905348,2018-01-01,124
IDF55114078,2018-04-01,118
IDF55007158,2015-05-01,101
IDF55018423,2017-07-01,105
IDF54899309,2018-09-01,114
IDF54988537,2017-12-01,139
IDF55076217,2015-04-01,123
IDF54983775,2018-12-01,112
IDF54916950,2019-06-01,145
IDF54944778,2014-10-01,104
IDF55023956,2019-06-01,118
IDF54969425,2015-07-01,107
IDF55008567,2015-12-01,109
IDF54940147,2015-01-01,138
IDF54988829,2019-03-01,87
IDF55114355,2016-05-01,131
IDF55099988,2018-07-01,137
IDF55052197,2019-04-01,85
IDF54916010,2019-06-01,96
IDF55013707,2019-08-01,131
IDF54953633,2019-06-01,92
IDF55064536,2015-07-01,124
IDF55005490,2019-08-01,94
IDF54934911,2019-04-01,109
IDF54907891,2017-05-01,102
IDF55027592,2019-09-01,123
IDF55061344,2016-09-01,116
IDF55137099,2019-10-01,106
IDF54949914,2014-05-01,113
IDF54980713,2014-08-01,109
IDF54918878,2016-11-01,83
IDF55022086,2018-12-01,142
IDF54991814,2017-11-01,128
IDF54914906,2019-02-01,121
IDF55126837,2016-04-01,113
IDF54962130,2015-03-01,138
IDF55108620,2014-05-01,145
IDF54992681,2015-10-01,102
IDF54932178,2017-04-01,127
IDF54911780,2018-12-01,135
IDF55060920,2018-01-01,132
IDF54931103,2014-12-01,123
IDF55018391,2018-12-01,126
IDF55137573,2019-09-01,119
IDF55116438,2016-03-01,80
IDF55102809,2015-11-01,124
IDF55080735,2017-09-01,115
IDF55007268,2019-12-01,96
IDF55015127,2015-06-01,123
IDF54948748,2019-10-01,131
IDF54969362,2016-09-01,103
IDF55011913,2017-05-01,83
IDF55107980,2017-01-01,145
IDF55090196,2019-07-01,113
IDF54998094,2017-08-01,136
IDF54910113,2018-07-01,97
IDF55110357,2015-11-01,108
IDF55086576,2016-03-01,90
IDF55039276,2014-10-01,144
IDF54966438,2016-04-01,82
IDF54967440,2018-10-01,82
IDF55019931,2018-12-01,125
IDF55103687,2016-11-01,134
IDF55048621,2014-10-01,85
IDF54929956,2017-12-01,123
IDF55133108,2016-10-01,134
IDF55053199,2019-09-01,132
IDF55136782,2017-06-01,127
IDF55019196,2017-02-01,115
IDF55049126,2014-02-01,130
IDF54929468,2015-01-01,101
IDF55029725,2018-08-01,108
IDF55010826,2019-07-01,111
IDF54997567,2015-07-01,92
IDF55131389,2019-07-01,117
IDF55044354,2019-03-01,114
IDF55126899,2018-05-01,112
IDF55041136,2015-07-01,107
IDF55137104,2015-12-01,150
IDF55050571,2017-07-01,147
IDF54991334,2015-05-01,131
IDF54915757,2016-03-01,91
IDF55047379,2018-10-01,150
IDF54989400,2018-01-01,88
IDF54968197,2017-10-01,119
IDF55070761,2017-04-01,107
IDF55055749,2018-10-01,133
IDF55053804,2016-08-01,122
IDF54959448,2015-11-01,120
IDF55046044,2014-10-01,149
IDF54908439,2018-02-01,119
IDF55144892,2016-04-01,133
IDF55050348,2014-12-01,90
IDF55094612,2019-05-01,150
IDF54999487,2019-06-01,100
IDF55124630,2019-11-01,112
IDF55047737,2018-02-01,128
IDF54903831,2018-10-01,130
IDF54983955,2014-12-01,131
IDF54990885,2016-10-01,124
IDF54920819,2014-08-01,123
IDF54939036,2019-08-01,132
IDF55035737,2018-09-01,98
IDF55032305,2016-06-01,148
IDF55081123,2019-06-01,84
IDF55000519,2018-02-01,134
IDF55074723,2015-06-01,138
IDF55071438,2018-12-01,89
IDF54952193,2015-03-01,117
IDF55065048,2018-12-01,103
IDF55000513,2016-06-01,103
IDF54943639,2014-07-01,96
IDF55055651,2018-10-01,132
IDF55002330,2014-07-01,132
IDF54931725,2018-05-01,116
IDF54956313,2019-08-01,148
IDF55132594,2019-10-01,136
IDF54923050,2014-04-01,118
