ID,возраст,семейное_положение,наличие_иждивенцев,дата_регистрации
IDF55002394,29,разведённые,1,2013-09-01
IDF55072370,55,есть семья,1,2013-08-01
IDF54925597,24,разведённые,0,2016-08-01
IDF54900047,41,есть семья,0,2013-12-01
IDF55080449,54,есть семья,0,2016-05-01
IDF55042938,33,нет семьи,0,2013-06-01
IDF55098257,59,есть семья,0,2019-09-01
IDF54908675,40,разведённые,0,2013-05-01
IDF54992266,69,есть семья,1,2015-11-01
IDF54947529,35,есть семья,0,2013-12-01
IDF55008561,43,разведённые,0,2017-12-01
IDF55145497,23,разведённые,0,2013-04-01
IDF55114260,35,есть семья,1,2019-11-01
IDF55044524,34,есть семья,0,2015-05-01
IDF55138843,64,есть семья,1,2013-03-01
IDF55051031,58,нет семьи,0,2016-01-01
IDF54951362,59,есть семья,1,2016-04-01
IDF54959488,38,нет семьи,0,2016-08-01
IDF55126240,52,разведённые,0,2013-08-01
IDF54995750,31,разведённые,1,2013-04-01
IDF55124918,20,разведённые,0,2019-12-01
IDF55106836,33,разведённые,1,2015-05-01
IDF55004848,25,разведённые,0,2015-10-01
IDF55060261,20,нет семьи,0,2015-11-01
IDF55141622,27,разведённые,0,2013-06-01
IDF54937732,37,нет семьи,1,2013-04-01
IDF54972241,64,есть семья,0,2017-07-01
IDF54992410,40,есть семья,0,2013-06-01
IDF55107093,29,разведённые,1,2019-04-01
IDF55043738,50,нет семьи,0,2013-11-01
IDF55006811,18,разведённые,0,2019-09-01
IDF55142524,38,есть семья,1,2017-04-01
IDF55001637,47,есть семья,0,2018-01-01
IDF55067368,60,разведённые,1,2013-06-01
IDF55062265,38,разведённые,1,2016-04-01
IDF55031767,50,есть семья,0,2015-11-01
IDF54968399,20,разведённые,0,2015-07-01
IDF55137856,28,нет семьи,0,2018-06-01
IDF54900141,19,разведённые,1,2014-03-01
IDF54985223,46,есть семья,1,2018-07-01
IDF55006880,19,нет семьи,1,2019-05-01
IDF55029822,48,есть семья,1,2019-09-01
IDF55113865,18,есть семья,0,2016-03-01
IDF55024298,28,есть семья,0,2013-01-01
IDF54955700,23,разведённые,1,2013-04-01
IDF55036203,25,разведённые,1,2014-10-01
IDF54949770,58,есть семья,0,2013-01-01
IDF54919085,36,нет семьи,0,2018-06-01
IDF55115431,25,есть семья,0,2013-05-01
IDF55051290,46,есть семья,0,2013-01-01
IDF55030706,22,разведённые,1,2018-09-01
IDF55104394,39,есть семья,1,2014-07-01
IDF54988937,40,нет семьи,0,2013-07-01
IDF54947047,68,разведённые,1,2017-02-01
IDF55128818,47,разведённые,1,2014-08-01
IDF54928233,20,есть семья,0,2019-05-01
IDF54915470,19,нет семьи,1,2013-02-01
IDF54926271,28,разведённые,1,2017-05-01
IDF55074195,54,есть семья,1,2015-04-01
IDF55095254,27,разведённые,1,2013-08-01
IDF55063731,68,разведённые,0,2014-05-01
IDF55145432,33,нет семьи,1,2014-12-01
IDF55124784,57,разведённые,1,2014-11-01
IDF54981998,69,есть семья,0,2019-07-01
IDF55004876,26,есть семья,0,2019-07-01
IDF55079703,42,разведённые,0,2016-02-01
IDF55089701,59,есть семья,1,2015-09-01
IDF55140602,30,разведённые,1,2019-12-01
IDF55079347,21,разведённые,1,2014-06-01
IDF54939017,28,нет семьи,0,2017-06-01
IDF54990918,25,разведённые,1,2014-10-01
IDF55038736,69,разведённые,1,2015-03-01
IDF55130788,41,есть семья,1,2013-07-01
IDF55002942,21,разведённые,1,2018-04-01
IDF54930567,38,есть семья,1,2016-10-01
IDF54991164,34,нет семьи,1,2017-10-01
IDF54899095,36,разведённые,0,2018-06-01
IDF55124713,30,нет семьи,0,2019-11-01
IDF55060471,65,нет семьи,0,2015-05-01
IDF55037069,57,нет семьи,1,2019-09-01
IDF54941367,22,есть семья,1,2017-09-01
IDF54994498,60,нет семьи,0,2013-10-01
IDF55072905,56,есть семья,0,2013-03-01
IDF55106036,63,есть семья,1,2017-12-01
IDF55088665,52,нет семьи,0,2017-06-01
IDF55000238,62,есть семья,1,2014-03-01
IDF55014804,18,есть семья,1,2017-06-01
IDF55112805,58,есть семья,0,2018-12-01
IDF55111333,46,есть семья,0,2019-12-01
IDF55056549,60,нет семьи,1,2013-12-01
IDF55140097,19,нет семьи,1,2019-09-01
IDF55135498,38,есть семья,0,2014-01-01
IDF54981285,69,нет семьи,1,2014-07-01
IDF55091638,66,разведённые,1,2015-09-01
IDF55067564,56,нет семьи,0,2018-08-01
IDF54939349,63,нет семьи,1,2016-10-01
IDF54985444,30,нет семьи,1,2014-06-01
IDF54911435,53,нет семьи,0,2019-04-01
IDF55088370,57,есть семья,1,2016-03-01
IDF55095510,34,разведённые,0,2019-12-01
IDF55141554,18,разведённые,0,2019-08-01
IDF55078259,27,есть семья,1,2016-08-01
IDF55068827,31,есть семья,0,2017-05-01
IDF54996676,54,разведённые,1,2018-08-01
IDF54927641,26,разведённые,1,2016-03-01
IDF54965153,33,есть семья,0,2019-09-01
IDF55133299,40,нет семьи,1,2015-01-01
IDF55043285,30,нет семьи,0,2015-08-01
IDF55128951,38,нет семьи,0,2017-03-01
IDF55096850,27,разведённые,1,2017-04-01
IDF55119480,19,нет семьи,1,2016-10-01
IDF54934297,52,разведённые,1,2014-02-01
IDF54972064,23,разведённые,0,2016-07-01
IDF55003329,44,нет семьи,0,2014-02-01
IDF55054443,62,есть семья,1,2014-07-01
IDF55070788,49,нет семьи,0,2019-11-01
IDF55139048,66,есть семья,1,2013-04-01
IDF55135322,55,разведённые,1,2014-11-01
IDF55051488,56,нет семьи,0,2015-01-01
IDF54911370,29,нет семьи,1,2015-09-01
IDF55030547,23,разведённые,0,2016-06-01
IDF54988666,26,нет семьи,0,2013-05-01
IDF54954435,24,нет семьи,1,2017-07-01
IDF55012695,57,есть семья,0,2015-10-01
IDF54981194,65,разведённые,0,2014-10-01
IDF54931627,25,нет семьи,0,2014-09-01
IDF54930099,32,нет семьи,0,2016-11-01
IDF54981814,58,нет семьи,0,2016-06-01
IDF55148430,67,нет семьи,1,2015-08-01
IDF55079614,66,разведённые,1,2019-07-01
IDF55004698,38,есть семья,1,2018-04-01
IDF55063916,56,есть семья,1,2013-04-01
IDF55083110,32,разведённые,0,2015-05-01
IDF55047716,27,есть семья,1,2017-08-01
IDF55113444,55,нет семьи,1,2017-02-01
IDF54987011,67,разведённые,0,2014-06-01
IDF55013426,24,нет семьи,0,2013-08-01
IDF54978282,67,разведённые,0,2017-11-01
IDF55109094,57,разведённые,0,2014-07-01
IDF55114993,46,есть семья,0,2017-04-01
IDF54930011,60,есть семья,1,2019-09-01
IDF55042200,33,нет семьи,0,2017-08-01
IDF54939113,47,нет семьи,1,2014-07-01
IDF54954523,62,разведённые,1,2014-04-01
IDF55092706,62,нет семьи,1,2018-05-01
IDF55000054,31,есть семья,0,2013-02-01
IDF55036823,52,есть семья,1,2018-01-01
IDF55045174,38,есть семья,1,2017-05-01
IDF55128682,45,разведённые,0,2018-03-01
IDF54954856,35,разведённые,1,2019-02-01
IDF55010665,18,нет семьи,1,2013-07-01
IDF55076458,20,нет семьи,0,2017-12-01
IDF54987013,23,нет семьи,0,2016-02-01
IDF54996239,20,есть семья,1,2013-06-01
IDF55135070,43,нет семьи,0,2015-06-01
IDF55093371,44,есть семья,1,2016-06-01
IDF55089823,66,есть семья,1,2015-11-01
IDF55071566,39,нет семьи,1,2015-07-01
IDF54939590,34,разведённые,1,2014-11-01
IDF55107937,47,разведённые,0,2016-04-01
IDF55101180,30,есть семья,1,2013-10-01
IDF55124682,35,нет семьи,1,2017-11-01
IDF54914938,27,нет семьи,1,2018-04-01
IDF55092110,27,нет семьи,0,2015-06-01
IDF55119879,62,есть семья,1,2018-02-01
IDF55134213,42,разведённые,1,2014-01-01
IDF55050962,34,разведённые,0,2014-07-01
IDF55095412,47,нет семьи,1,2018-11-01
IDF54905582,63,есть семья,1,2014-07-01
IDF55025015,19,нет семьи,1,2016-03-01
IDF54994949,39,нет семьи,0,2017-10-01
IDF55100060,26,разведённые,1,2015-04-01
IDF54938634,37,есть семья,1,2015-09-01
IDF55146995,61,есть семья,0,2013-06-01
IDF54991537,26,нет семьи,0,2019-01-01
IDF55088813,22,есть семья,0,2016-03-01
IDF55013392,55,нет семьи,1,2016-09-01
IDF55046612,59,нет семьи,0,2014-04-01
IDF55108702,49,нет семьи,1,2015-07-01
IDF55086884,19,нет семьи,0,2014-09-01
IDF55064871,41,есть семья,1,2014-08-01
IDF54970590,48,разведённые,0,2018-03-01
IDF55006662,41,есть семья,0,2016-01-01
IDF54953922,65,нет семьи,0,2019-04-01
IDF55042769,18,есть семья,0,2017-01-01
IDF54918590,68,нет семьи,1,2018-04-01
IDF55063587,40,нет семьи,1,2015-01-01
IDF54922510,66,разведённые,0,2014-04-01
IDF54905281,21,разведённые,1,2016-12-01
IDF54928476,28,есть семья,1,2013-12-01
IDF55036379,25,разведённые,1,2016-02-01
IDF54960298,42,есть семья,0,2014-05-01
IDF55051089,26,нет семьи,0,2018-11-01
IDF54944393,64,нет семьи,1,2014-02-01
IDF54944222,52,есть семья,1,2019-09-01
IDF54929127,28,есть семья,0,2016-02-01
IDF55121729,47,нет семьи,1,2013-07-01
IDF55076781,34,нет семьи,1,2015-05-01
IDF54943410,68,разведённые,1,2015-03-01
IDF55089356,37,нет семьи,1,2016-11-01
IDF54995172,27,нет семьи,0,2017-01-01
IDF55080677,36,нет семьи,0,2015-08-01
IDF55017718,36,есть семья,1,2018-05-01
IDF55076128,57,нет семьи,1,2013-06-01
IDF54941947,44,есть семья,0,2013-12-01
IDF55067556,50,разведённые,1,2019-09-01
IDF55041023,29,есть семья,0,2014-11-01
IDF55033326,33,нет семьи,1,2016-11-01
IDF55115575,59,нет семьи,0,2019-06-01
IDF55006253,36,нет семьи,0,2015-12-01
IDF55114511,45,разведённые,1,2016-11-01
IDF54991636,61,нет семьи,1,2018-08-01
IDF54917710,34,нет семьи,1,2014-10-01
IDF54992909,31,разведённые,0,2017-02-01
IDF55106143,51,есть семья,0,2019-10-01
IDF55075288,64,есть семья,1,2018-07-01
IDF55059548,62,нет семьи,0,2017-07-01
IDF54901680,32,разведённые,1,2013-06-01
IDF54996899,37,разведённые,0,2018-11-01
IDF54946302,49,нет семьи,0,2013-01-01
IDF55149359,66,нет семьи,0,2014-03-01
IDF55077919,33,нет семьи,0,2019-09-01
IDF55021791,66,нет семьи,0,2016-04-01
IDF55147221,43,разведённые,1,2014-04-01
IDF54924989,47,разведённые,0,2018-07-01
IDF55030362,67,есть семья,1,2015-03-01
IDF54996297,19,нет семьи,0,2014-01-01
IDF54976794,31,нет семьи,0,2013-05-01
IDF55062809,18,разведённые,0,2019-12-01
IDF55061186,26,есть семья,0,2016-06-01
IDF55027767,41,нет семьи,0,2017-12-01
IDF54979315,31,разведённые,0,2015-02-01
IDF55145094,19,нет семьи,1,2017-11-01
IDF55050430,26,нет семьи,1,2018-05-01
IDF54946931,22,разведённые,0,2017-10-01
IDF55042451,20,нет семьи,0,2018-09-01
IDF55069446,66,разведённые,1,2015-04-01
IDF54969536,69,разведённые,1,2017-06-01
IDF55150123,36,нет семьи,0,2019-10-01
IDF54941255,64,есть семья,1,2017-04-01
IDF55079490,57,разведённые,1,2018-07-01
IDF55010399,27,есть семья,0,2017-10-01
IDF55001002,35,нет семьи,0,2016-04-01
IDF55049177,31,нет семьи,0,2016-05-01
IDF55034971,26,нет семьи,1,2014-09-01
IDF54919881,20,разведённые,1,2017-11-01
IDF55051162,21,нет семьи,1,2014-01-01
IDF55012405,35,есть семья,1,2018-10-01
IDF55091490,21,разведённые,0,2013-10-01
IDF55142839,25,есть семья,0,2014-10-01
IDF54923126,28,нет семьи,1,2015-06-01
IDF54937387,30,нет семьи,0,2015-09-01
IDF54923795,28,есть семья,0,2018-09-01
IDF54960490,46,разведённые,1,2015-12-01
IDF55128352,33,нет семьи,0,2014-12-01
IDF54920647,18,нет семьи,0,2014-04-01
IDF54960247,19,нет семьи,0,2014-06-01
IDF55076775,33,разведённые,1,2019-08-01
IDF55116515,52,есть семья,1,2017-02-01
IDF55052423,45,нет семьи,0,2019-01-01
IDF55030790,32,есть семья,0,2016-08-01
IDF55020445,63,нет семьи,0,2014-11-01
IDF54987121,61,разведённые,1,2013-04-01
IDF55005083,39,есть семья,0,2013-11-01
IDF55135043,31,разведённые,0,2018-11-01
IDF54961219,42,разведённые,0,2015-07-01
IDF54990853,55,нет семьи,1,2013-08-01
IDF55065253,52,нет семьи,0,2015-12-01
IDF55079561,31,разведённые,1,2016-11-01
IDF54903791,68,нет семьи,1,2015-02-01
IDF55132858,47,есть семья,1,2013-11-01
IDF54942109,26,разведённые,1,2018-08-01
IDF54983958,62,есть семья,1,2013-06-01
IDF55113328,61,нет семьи,0,2015-08-01
IDF54917352,62,нет семьи,0,2016-04-01
IDF55062547,43,разведённые,1,2018-11-01
IDF54945405,69,есть семья,1,2019-10-01
IDF55100160,64,нет семьи,1,2013-11-01
IDF55114719,22,нет семьи,1,2016-08-01
IDF55066759,67,нет семьи,1,2014-05-01
IDF55017664,42,есть семья,1,2017-10-01
IDF55058216,20,нет семьи,1,2018-11-01
IDF54926435,59,есть семья,0,2019-09-01
IDF54940670,50,есть семья,1,2017-06-01
IDF55113274,31,есть семья,0,2018-09-01
IDF55072248,37,нет семьи,1,2019-08-01
IDF54977188,42,разведённые,1,2019-06-01
IDF55143525,19,нет семьи,0,2014-05-01
IDF55130612,25,нет семьи,0,2018-03-01
IDF55150058,38,нет семьи,0,2014-09-01
IDF55126555,60,разведённые,1,2014-05-01
IDF54987773,46,есть семья,1,2018-08-01
IDF55090631,58,есть семья,0,2014-11-01
IDF55045593,42,есть семья,1,2019-08-01
IDF55069293,30,нет семьи,0,2014-01-01
IDF55003777,26,нет семьи,0,2019-03-01
IDF54973783,58,нет семьи,1,2017-12-01
IDF55117550,47,нет семьи,1,2017-01-01
IDF55016597,50,разведённые,0,2016-11-01
IDF55045226,68,разведённые,0,2015-06-01
IDF55127656,40,нет семьи,1,2015-01-01
IDF54982511,62,нет семьи,1,2015-10-01
IDF55132373,33,нет семьи,1,2013-01-01
IDF54944320,51,разведённые,1,2019-05-01
IDF55135361,32,есть семья,0,2018-07-01
IDF55045559,20,есть семья,1,2019-04-01
IDF54903173,50,есть семья,1,2014-09-01
IDF54982890,31,разведённые,0,2019-06-01
IDF54967459,33,нет семьи,0,2016-07-01
IDF55019731,28,разведённые,1,2013-02-01
IDF55014471,36,нет семьи,0,2013-11-01
IDF54944188,45,разведённые,1,2015-06-01
IDF54994741,52,есть семья,0,2017-11-01
IDF54906884,23,нет семьи,1,2017-12-01
IDF55076408,40,нет семьи,1,2016-07-01
IDF55076183,26,разведённые,0,2014-01-01
IDF54991893,44,есть семья,1,2017-07-01
IDF55030978,45,разведённые,1,2017-09-01
IDF55094037,50,нет семьи,1,2018-07-01
IDF54912814,65,нет семьи,1,2019-04-01
IDF55150111,21,нет семьи,0,2016-12-01
IDF54968336,43,есть семья,0,2018-11-01
IDF54954973,33,разведённые,1,2019-10-01
IDF55000933,65,есть семья,1,2014-12-01
IDF55042269,18,есть семья,1,2019-12-01
IDF55094178,24,есть семья,0,2017-05-01
IDF54994187,20,разведённые,1,2017-10-01
IDF55062278,18,разведённые,0,2016-07-01
IDF54945681,22,нет семьи,1,2019-07-01
IDF55048063,62,нет семьи,0,2015-02-01
IDF55051475,49,разведённые,1,2015-05-01
IDF55070128,63,разведённые,1,2019-07-01
IDF54981586,44,нет семьи,1,2013-04-01
IDF54946815,45,есть семья,1,2013-03-01
IDF55151477,62,разведённые,1,2017-03-01
IDF54983582,25,нет семьи,1,2019-06-01
IDF54919681,29,нет семьи,0,2013-04-01
IDF55035304,44,разведённые,0,2016-06-01
IDF54914141,34,нет семьи,0,2016-09-01
IDF55088227,21,есть семья,1,2013-03-01
IDF55014572,50,есть семья,0,2016-11-01
IDF55114125,36,нет семьи,0,2013-08-01
IDF55117946,57,разведённые,0,2013-05-01
IDF54908635,42,нет семьи,1,2017-06-01
IDF55070592,45,есть семья,1,2017-04-01
IDF55124940,20,есть семья,1,2016-05-01
IDF55123029,28,нет семьи,1,2017-10-01
IDF54956715,52,нет семьи,0,2015-02-01
IDF55032313,41,разведённые,1,2016-05-01
IDF55040772,52,разведённые,1,2014-09-01
IDF54955781,42,есть семья,0,2017-12-01
IDF55133979,45,разведённые,1,2013-10-01
IDF55139908,69,есть семья,1,2013-05-01
IDF54939517,49,есть семья,1,2014-10-01
IDF54956491,26,разведённые,0,2017-09-01
IDF54999189,55,есть семья,0,2016-06-01
IDF54975026,44,нет семьи,1,2015-10-01
IDF55113370,69,есть семья,0,2013-05-01
IDF54960284,32,разведённые,0,2018-05-01
IDF55062173,57,разведённые,0,2015-12-01
IDF54957057,50,нет семьи,0,2015-10-01
IDF55065411,43,есть семья,0,2019-07-01
IDF55132465,56,разведённые,1,2015-08-01
IDF55109322,18,есть семья,1,2016-03-01
IDF55021006,38,разведённые,0,2017-05-01
IDF54974767,31,есть семья,1,2016-05-01
IDF55120993,65,нет семьи,1,2017-04-01
IDF55043115,53,нет семьи,0,2013-01-01
IDF54976453,37,есть семья,0,2019-12-01
IDF54915330,38,есть семья,0,2016-04-01
IDF55059737,28,разведённые,1,2018-12-01
IDF54965155,21,нет семьи,0,2015-07-01
IDF55101064,50,есть семья,0,2015-05-01
IDF55143157,27,есть семья,1,2015-04-01
IDF54908081,44,разведённые,0,2014-08-01
IDF54978861,45,разведённые,1,2015-12-01
IDF54907358,19,разведённые,1,2018-07-01
IDF54981208,67,нет семьи,1,2017-07-01
IDF55093545,32,есть семья,1,2019-04-01
IDF54938821,20,нет семьи,1,2013-11-01
IDF54942381,21,нет семьи,0,2019-06-01
IDF54951333,29,разведённые,1,2014-11-01
IDF55120328,20,нет семьи,1,2019-08-01
IDF54919519,44,нет семьи,0,2018-03-01
IDF55020135,27,разведённые,0,2015-06-01
IDF55063972,28,нет семьи,1,2019-04-01
IDF55086852,27,нет семьи,0,2014-09-01
IDF55092612,35,разведённые,1,2014-12-01
IDF54903799,37,нет семьи,0,2013-03-01
IDF54977489,53,есть семья,0,2016-08-01
IDF54915603,26,нет семьи,0,2016-10-01
IDF55032965,45,разведённые,1,2018-12-01
IDF55069230,36,нет семьи,1,2014-03-01
IDF54977667,46,разведённые,0,2016-12-01
IDF54944397,43,разведённые,1,2017-07-01
IDF54923687,31,нет семьи,1,2015-10-01
IDF55093032,19,разведённые,0,2016-07-01
IDF55103532,33,нет семьи,0,2016-07-01
IDF55014524,59,нет семьи,1,2013-12-01
IDF55111349,23,разведённые,0,2015-08-01
IDF55135143,32,нет семьи,0,2017-10-01
IDF55074196,64,разведённые,0,2019-11-01
IDF55060886,29,разведённые,1,2017-07-01
IDF54899256,47,нет семьи,1,2014-05-01
IDF54995513,25,нет семьи,1,2015-07-01
IDF54946644,69,разведённые,0,2018-03-01
IDF55094069,41,нет семьи,0,2015-11-01
IDF55126643,22,разведённые,0,2016-02-01
IDF55072858,22,разведённые,0,2014-02-01
IDF55058674,44,нет семьи,0,2013-01-01
IDF55072168,68,разведённые,0,2018-12-01
IDF54926218,23,нет семьи,1,2018-02-01
IDF55005593,37,нет семьи,0,2016-04-01
IDF54913312,37,разведённые,0,2013-08-01
IDF54918776,34,разведённые,0,2016-03-01
IDF54928583,35,есть семья,1,2019-12-01
IDF55104710,21,нет семьи,1,2018-06-01
IDF55001755,50,разведённые,1,2018-01-01
IDF55140850,42,разведённые,1,2016-12-01
IDF54900071,25,нет семьи,1,2016-01-01
IDF54944985,31,есть семья,1,2017-03-01
IDF54969487,34,есть семья,1,2014-09-01
IDF54954217,28,разведённые,0,2019-02-01
IDF55056437,54,нет семьи,0,2018-03-01
IDF54958887,45,нет семьи,1,2013-06-01
IDF54941594,56,есть семья,1,2013-08-01
IDF55091752,26,есть семья,1,2013-09-01
IDF54948842,33,есть семья,1,2015-01-01
IDF55105976,29,есть семья,1,2013-07-01
IDF54951732,67,разведённые,1,2014-07-01
IDF55070447,44,нет семьи,0,2016-11-01
IDF55116241,55,нет семьи,1,2016-11-01
IDF55007456,33,разведённые,0,2015-04-01
IDF55119814,64,нет семьи,1,2019-10-01
IDF55149775,69,есть семья,0,2013-12-01
IDF55019359,45,нет семьи,0,2019-11-01
IDF55093406,33,нет семьи,1,2017-07-01
IDF55011185,40,есть семья,0,2013-03-01
IDF55038507,18,нет семьи,1,2017-05-01
IDF55052431,52,нет семьи,1,2019-09-01
IDF55137712,69,разведённые,0,2013-02-01
IDF54915168,33,есть семья,1,2016-02-01
IDF55031096,32,есть семья,1,2017-01-01
IDF55075924,51,нет семьи,1,2018-02-01
IDF55074419,33,есть семья,1,2015-05-01
IDF55113538,51,есть семья,0,2019-10-01
IDF55042751,68,нет семьи,1,2013-11-01
IDF54954320,29,нет семьи,0,2014-07-01
IDF55090147,40,разведённые,1,2018-06-01
IDF54910794,21,нет семьи,0,2016-07-01
IDF54934915,29,нет семьи,1,2019-01-01
IDF54904426,29,нет семьи,0,2017-12-01
IDF55112122,35,разведённые,0,2015-11-01
IDF55092815,53,разведённые,0,2017-01-01
IDF55149771,54,разведённые,0,2017-09-01
IDF54927143,57,есть семья,0,2018-07-01
IDF55039695,45,нет семьи,1,2018-06-01
IDF55139344,33,разведённые,1,2019-03-01
IDF54923501,30,нет семьи,0,2015-10-01
IDF55023267,41,есть семья,0,2013-11-01
IDF55109644,58,есть семья,1,2014-04-01
IDF55021299,34,есть семья,1,2013-04-01
IDF55136683,62,разведённые,0,2018-04-01
IDF54921992,50,нет семьи,1,2018-10-01
IDF55022456,55,есть семья,0,2014-02-01
IDF54953049,20,разведённые,1,2016-12-01
IDF55036825,29,разведённые,1,2016-08-01
IDF55055848,44,разведённые,1,2014-06-01
IDF54949448,24,нет семьи,0,2016-06-01
IDF54973423,25,нет семьи,1,2016-03-01
IDF55095838,54,нет семьи,0,2014-04-01
IDF55078984,64,нет семьи,1,2015-11-01
IDF54929578,31,есть семья,0,2015-12-01
IDF54947638,47,разведённые,0,2014-01-01
IDF55068286,54,нет семьи,0,2018-04-01
IDF55124217,65,есть семья,1,2014-09-01
IDF54984647,20,есть семья,1,2015-10-01
IDF54921911,39,разведённые,1,2013-08-01
IDF54959193,50,есть семья,0,2019-02-01
IDF55004780,53,нет семьи,1,2018-08-01
IDF55124408,26,есть семья,0,2014-09-01
IDF55036774,52,есть семья,0,2016-11-01
IDF54969782,61,нет семьи,1,2018-09-01
IDF54965474,23,есть семья,1,2014-04-01
IDF54990141,19,разведённые,1,2014-02-01
IDF54970830,69,нет семьи,0,2018-03-01
IDF54989224,18,разведённые,1,2015-09-01
IDF54921116,48,нет семьи,1,2015-07-01
IDF54930593,52,нет семьи,1,2016-03-01
IDF55057625,59,разведённые,1,2017-02-01
IDF54968866,51,нет семьи,1,2018-10-01
IDF55069832,28,разведённые,0,2015-05-01
IDF54961329,47,нет семьи,0,2015-08-01
IDF54999419,58,разведённые,0,2017-03-01
IDF54968801,53,разведённые,1,2016-04-01
IDF54977929,38,есть семья,0,2018-09-01
IDF55145860,32,нет семьи,1,2019-08-01
IDF55139698,34,разведённые,0,2014-04-01
IDF55029375,65,нет семьи,1,2015-03-01
IDF55121634,57,разведённые,1,2019-12-01
IDF55013801,57,есть семья,0,2013-10-01
IDF55008301,30,нет семьи,1,2019-07-01
IDF55066824,42,есть семья,0,2015-06-01
IDF55017728,54,нет семьи,0,2018-06-01
IDF54968573,20,есть семья,0,2019-03-01
IDF55033893,68,есть семья,1,2014-04-01
IDF55130432,21,разведённые,1,2016-10-01
IDF55053120,25,нет семьи,0,2018-09-01
IDF54925583,22,есть семья,0,2014-01-01
IDF54930586,54,разведённые,1,2013-10-01
IDF55028513,31,есть семья,0,2018-06-01
IDF55013529,51,разведённые,1,2013-08-01
IDF55085546,55,нет семьи,0,2014-04-01
IDF54946951,63,есть семья,0,2018-06-01
IDF54912379,64,есть семья,0,2015-11-01
IDF55142346,28,разведённые,1,2017-05-01
IDF54987495,47,разведённые,0,2016-04-01
IDF54994344,66,нет семьи,0,2018-08-01
IDF55011228,39,нет семьи,1,2018-02-01
IDF54978832,49,разведённые,0,2018-02-01
IDF55127264,33,нет семьи,1,2018-03-01
IDF55009982,53,нет семьи,1,2017-09-01
IDF55119418,26,есть семья,0,2014-12-01
IDF55071061,38,есть семья,1,2017-09-01
IDF55124519,34,разведённые,1,2017-02-01
IDF55122969,36,есть семья,1,2014-03-01
IDF55012884,45,есть семья,0,2014-08-01
IDF55140574,28,нет семьи,0,2019-04-01
IDF54979749,62,есть семья,0,2013-08-01
IDF55142573,48,разведённые,1,2016-04-01
IDF54981908,18,нет семьи,1,2019-08-01
IDF54977424,39,нет семьи,0,2015-04-01
IDF55009934,68,нет семьи,0,2016-11-01
IDF55012270,59,есть семья,1,2014-10-01
IDF54971692,27,нет семьи,0,2019-08-01
IDF54929008,69,есть семья,1,2018-09-01
IDF55008097,26,нет семьи,1,2013-11-01
IDF54979270,32,есть семья,1,2016-06-01
IDF55149701,50,разведённые,0,2014-05-01
IDF55109912,50,есть семья,1,2014-12-01
IDF55049670,22,есть семья,0,2015-08-01
IDF55123703,32,разведённые,0,2017-04-01
IDF55054395,40,есть семья,1,2015-02-01
IDF54905340,38,есть семья,0,2013-11-01
IDF55052359,64,разведённые,0,2018-01-01
IDF55031411,26,нет семьи,0,2014-02-01
IDF55000407,18,нет семьи,1,2016-07-01
IDF54898436,20,есть семья,1,2013-11-01
IDF54929083,51,нет семьи,0,2019-11-01
IDF54929327,38,есть семья,1,2014-09-01
IDF55128179,69,нет семьи,0,2017-08-01
IDF55130372,48,есть семья,1,2019-11-01
IDF55115986,41,есть семья,0,2019-09-01
IDF54973793,39,есть семья,1,2014-09-01
IDF55112238,44,разведённые,0,2016-02-01
IDF54900486,36,есть семья,1,2014-09-01
IDF55064021,27,есть семья,1,2016-05-01
IDF55079535,34,разведённые,1,2019-06-01
IDF55130965,35,есть семья,0,2017-12-01
IDF55014261,37,нет семьи,0,2015-11-01
IDF54901901,18,есть семья,1,2013-07-01
IDF54992660,43,разведённые,0,2018-01-01
IDF54932744,20,есть семья,0,2016-01-01
IDF55038935,55,нет семьи,0,2019-02-01
IDF54917465,29,есть семья,1,2016-05-01
IDF55004255,67,есть семья,0,2015-03-01
IDF54949244,34,есть семья,1,2015-09-01
IDF54984474,29,разведённые,1,2014-08-01
IDF54935019,21,есть семья,0,2017-01-01
IDF55107561,33,разведённые,0,2014-02-01
IDF55025645,31,есть семья,1,2013-09-01
IDF54918376,25,разведённые,0,2018-09-01
IDF54998763,40,есть семья,0,2016-03-01
IDF54907430,33,разведённые,1,2019-06-01
IDF55150237,35,есть семья,1,2013-10-01
IDF54990835,39,разведённые,0,2015-08-01
IDF54962408,60,разведённые,1,2018-11-01
IDF54918101,39,разведённые,1,2019-04-01
IDF54979318,35,разведённые,1,2017-04-01
IDF54936416,65,есть семья,0,2019-03-01
IDF54968350,69,разведённые,0,2017-07-01
IDF55038051,19,нет семьи,1,2016-07-01
IDF55053025,54,разведённые,1,2014-01-01
IDF55014873,62,разведённые,1,2014-08-01
IDF55062186,35,есть семья,0,2018-04-01
IDF55045700,54,есть семья,1,2016-09-01
IDF55020851,62,нет семьи,0,2014-03-01
IDF55002725,21,есть семья,0,2014-04-01
IDF54916460,51,есть семья,1,2019-07-01
IDF55061425,43,есть семья,1,2014-07-01
IDF55090922,31,нет семьи,1,2015-02-01
IDF54966079,38,разведённые,0,2015-08-01
IDF55038517,66,есть семья,0,2013-07-01
IDF55046448,20,нет семьи,1,2016-04-01
IDF55112707,57,разведённые,0,2016-03-01
IDF55018871,29,разведённые,1,2016-09-01
IDF54957181,32,есть семья,1,2017-06-01
